severity of covid-19 infection,being tested for covid-19,being a healthcare worker,smoking
-0.11819599033668673,19127.87136006088,-0.30208771670916124,-0.3627101913312148
-0.3394000356848877,19128.916941570147,-0.07097796747158058,-0.1826630673542547
0.24900239575430802,19128.17774078132,0.46865722701595247,-0.16325572959385967
-0.5019208937079613,19128.506192077602,0.4774859809091722,-0.025510162819081278
-0.5689968694364168,19128.16231179154,0.159774946824139,-0.36577172447887046
-0.0732393792253992,19128.335616955166,0.4034757417581803,-0.24327103776758152
0.10451749898496838,19128.341595014168,-0.5680224186955097,-0.4027858736291767
-0.3485536471941351,19128.739925879374,0.15306423454400847,0.12184905238005059
-0.09893719809432167,19128.769929759685,-0.14460266524045698,-0.3139326356209401
0.09258243127535641,19128.234664530057,-0.2998864949074463,-0.232751486672095
0.13850376159799263,19128.49865318155,-0.4612490161706037,0.053370744008657336
0.11617165905475213,19128.491096355516,-0.39869795909719696,-0.531009500082266
0.17556378341975276,19128.56980860977,0.10323704825205948,0.4418068474830398
0.5674993450295077,19128.521990957866,-0.010239134964189898,0.09871256972223005
-0.0036396290515517105,19128.655189645513,0.12836893205630615,0.1319918967334809
0.19354864516313253,19128.7199779023,0.04442342414443611,0.10765135931110673
0.029859105997834708,19128.0088673763,-0.12083636780567109,0.5744938194987843
0.0986190003912624,19128.051094805425,0.2922575042044451,0.45167271879022347
0.030541219146759294,19128.157643940962,0.3289500900280424,0.05317634529228436
0.029619943842256958,19128.311182387064,-0.5768474016682441,0.014768249202165212
0.09437148270138417,19128.627757289123,0.07718239537240246,-0.2658563837955008
-0.0622737567391605,19128.154497380383,0.26974412447442553,-0.43246242026042203
-0.614602808443179,19128.765620274902,-0.09671328159013272,-0.10235512537140924
0.6258584430573518,19128.851674658694,0.005049230042907659,0.10683654069543534
0.5381093492702389,19128.304928027148,0.43473435456622866,-0.399413046408471
0.20149248606584166,19128.72225090768,-0.14348710766465345,0.29897662153668725
-0.31646371368027626,19127.803568349165,-0.4413158435322028,-0.031001406943514734
0.5461631998596181,19128.143145658894,0.17395193564173755,-0.010036337577445195
-0.13457345235716794,19128.34799704346,0.37810892320824163,-0.17933326442379646
0.08691450956908964,19128.362626077094,0.26274765015377494,0.13239887515456542
0.04458484581444732,19128.46714450451,-0.16849031549255877,-0.28863407445064243
-0.2159606714537934,19128.22047335302,0.18328744272910608,-0.32170815367631844
-0.1068016614032909,19128.952719848927,-0.029948817653206446,0.5153167705472262
