temperature,relative humidity,transmission rate of a disease,rate of incidence of a disease in the population,observed incidence rate in the population,dew point temperature,rate of infection of a disease in the population,size of the susceptible population
-0.3674850442048411,-0.2904166211823277,-0.28703759592003947,206.69492959325277,-18734.88178487191,-0.05690990259765529,-0.5573082610330333,0.12525697901772764
-0.46301659199588185,-0.22987892827783887,0.05065538798706215,206.89286709396538,-18770.81963546746,-0.24686319313394714,0.4265154737248092,0.25438752831588296
-0.08060714682206331,0.40757197700195086,0.00568965525865775,206.7793147381575,-18749.896362965166,0.231165281334958,0.03990541897226845,0.4563337758748869
0.00687317330682094,-0.10478812737902327,-0.7509020683925764,206.7052910332436,-18736.552132466706,-0.2883827536631637,0.3836584169358693,-0.27428099896484665
-0.07389177517530283,-0.0874729829475342,-0.09228699528706531,206.79633906585758,-18753.07345826115,0.04064122951994522,0.4289635874213534,0.21448108323055917
-0.21645867468406835,0.20740002785761058,0.2661126742734198,206.73036690893457,-18741.66514897496,0.05402299337892626,-0.14694122926639247,0.47858393434400714
-0.28630077753450245,0.13612640869567957,-0.2474531584717131,206.77325327647827,-18748.73834672421,0.14483173365247545,0.05739969604955754,0.11357866939230311
0.17918105048997462,-0.26617060724348807,0.2911463380455807,206.4723394426224,-18693.743571730534,0.14809895008669657,-0.12737803645201728,0.21850077737737397
0.06382594470962251,-0.1567221335869332,0.37208276346591557,206.72071137287026,-18739.150809724935,0.23021429918121697,0.4176898242358313,0.1410379272059771
-0.17868379493634423,-0.24259101531034225,-0.0869766818824318,206.71945543710592,-18739.724455895783,-0.528127932370373,0.47835528054776144,-0.42790431721313216
0.562256889422471,-0.6678800506578273,0.07018723636099433,206.88295385373888,-18769.332953020436,0.24508309630143188,0.7198733325010198,-0.6262322859095525
0.11480680432479565,0.7126265534315163,0.43236383239743353,206.52698291818047,-18703.953604209775,0.02662052940143392,-0.13746918949675005,0.2920547423680024
-0.4936625422831648,-0.21310687848431392,-0.45683265616346935,206.8889622459146,-18769.770306726354,0.1724905546106045,-0.3529153322455792,0.010779582851660563
-0.5608392742567329,-0.20617922582747894,-0.4955634628256327,206.67572943896909,-18731.81034261454,-0.14808297899644654,-0.6793932345001773,0.041736346256081296
-0.04588364056778477,-0.03477532395444514,-0.03842528481387706,206.57357353403933,-18713.165802556374,0.028333785015888825,-0.043351566143634834,-0.01824254665748243
0.07516892743869719,0.24860125587123602,0.04394153920992792,206.46309478424047,-18692.368977928985,-0.26105508477004136,-0.0015389511737956378,0.03221415443017704
0.21567760497365718,-0.09463021346203114,-0.37567779299024584,206.62228449882267,-18721.36700975847,-0.506575277013607,-0.21659654126378236,0.05582407241269842
-0.38617984253753596,-0.20724111171692952,-0.3250242417370552,206.72563802196606,-18740.454513926754,0.17138950167271869,0.5277254537393441,0.447468292632319
0.361623410325403,0.21221328418417865,0.06797013628070409,206.7596299952335,-18746.24118937903,-0.1157175219066328,-0.07740282546712106,-0.3177352646053097
-0.04848009547890464,-0.4702803839892259,0.3720990210095789,206.99789213607897,-18790.158252304285,-0.46437190526786193,0.13314900510943806,-0.0007671506974371538
-0.06584015311352415,-0.532148867911724,0.900610384855207,206.61471006358977,-18719.89931998345,-0.13498992994832698,-0.45589543496150586,-0.1709576321020521
0.19426163029708574,0.030618199894949225,-0.8004465315579189,207.06108705462233,-18801.18748336551,-0.015947062962470844,0.08866710413089555,-0.04992114788820276
-0.19828582918957474,-0.6950633132681482,0.5096791244293758,206.70871360276314,-18736.908019032267,0.23245682204623508,-0.2672480348022989,0.6363737902107055
-0.30790841900443683,-0.5747574095699841,0.4183956569619518,206.97433721990927,-18785.097298983965,0.20897712104537935,0.14250568693119758,-0.2855621770508222
-0.5891485501225772,-0.35366830837694996,0.18351548091610526,206.44032156576867,-18688.90055319627,-0.1900999441367425,-0.44271869116019424,0.21404800793551276
0.053376293503026785,-0.40303494758358915,-0.005863330820488233,207.12231339194201,-18812.182366592984,0.3869173173033415,0.16632232842865258,-0.2936343000577315
-0.4727010438473731,-0.15172557704887116,-0.6651254837708451,207.04963285089178,-18798.95524752289,-0.11201765415956248,-0.11793293104536938,0.1783609667341497
-0.26996170368039124,0.04469974739540851,-0.15145308189150072,206.35401990817132,-18672.957476266427,0.0299010343193462,-0.27549802062747253,-0.10229931040241405
-0.14604295731592482,0.1678470227783116,-0.38828137410100605,206.6769899924036,-18731.542102820214,-0.18456113232049884,-0.13177709014111955,-0.07447366330686163
-0.40947892017093074,-0.19405136246937638,0.31586579408548365,206.6422984054672,-18725.037058613638,-0.34714838737833253,-0.06611638473615031,0.34682997319324516
0.041204124874759135,-0.09538414866352543,0.22228782522469495,206.70532497811368,-18736.74477413419,-0.07640224761576267,0.1917437374121611,-1.159810858790342
0.040706266174267584,-0.17878313548120528,0.6208787223441073,206.60040516905963,-18717.57375772526,-0.26355471085132837,0.0494517669991878,-0.05858977000295599
-0.3040581446851251,-0.31260234640705303,0.12404443874205984,206.4133217288516,-18683.778638129144,0.03828247897539021,-0.1844703546620097,-0.3987189883544106
0.4380707393222517,-0.23915048682462958,-0.4052030975726102,206.85896286857263,-18763.849996819805,0.01957599992306051,-0.10213784730090496,0.087415680940046
-0.090618131222039,-0.8341957040369167,0.3170495422716379,206.89183945762707,-18769.978705231773,0.3398296934013151,0.7098818027966595,-0.07340727822112374
0.13337075775736548,-0.08711092618528211,0.10469028544557965,206.4028927382627,-18681.996336239605,-0.01430218112041818,-0.1305696425857064,-0.2462791687636161
0.2954556651451178,0.2883709590869289,0.13344819864335264,206.72949838295239,-18740.759368063576,0.16031124932170035,-0.24783209219761645,-0.28201252435359514
0.05865062572535416,-0.5692585461508761,0.23219316505790905,206.81174602221583,-18756.270103602987,-0.16115605558686172,-0.12761805659497302,0.22493812176979242
-0.25743303361728886,-0.07128485637630244,-0.5217920489402591,207.16560541763343,-18820.350398514427,-0.7987812248860439,0.5847032616001967,-0.1700077683921181
-0.01242273701248932,0.24603317314523915,0.07145371162284234,206.57260390737906,-18712.322382983875,0.156151536223607,0.239789928440248,0.05607659803735587
0.41325592780627407,-0.5324304822052746,0.029197991484826623,206.7081128916405,-18737.26838210113,0.1060904805567206,0.36260878386414624,0.1235293444743974
-0.1232157872951331,-0.8536955771931426,0.1778469289465059,206.82524240230424,-18758.51214830888,0.6459333765392461,-0.21050967289457484,-0.43260916820968487
0.02469704693893729,0.299599405795528,-0.246850300464167,207.05244660076505,-18799.525430981856,-0.3045609169198011,0.16353940928243377,0.3582173760194409
-0.23787593261246748,-0.629691688430137,0.1872856841516536,207.10694061448655,-18809.214684456514,-0.12266062424423149,0.3376510715531567,0.2668473913452354
0.694514102678594,-1.1198199018740813,0.07671807263914132,206.94610861901293,-18780.518010087893,0.5646111503068759,0.17592203652628924,0.18737461994987772
0.14532689495841447,0.34361447309714527,0.29997374885162414,206.70247228045884,-18735.976885581993,-0.0480393968205331,-0.19869437722795305,-0.02770737251274183
0.5253730196986859,-0.1408477519706465,-0.015210293034924854,205.9039221639448,-18591.442951566743,-0.4850081480889202,-0.014392410555354004,-0.23811156564702357
-0.16149991345380868,-0.2195339749310036,-0.4033239057784019,206.83966441993653,-18760.780584415184,0.07132095046802368,-0.2609541038059603,-0.14202982396209654
0.10876112513651982,-0.004403910681815351,0.16700949428821532,206.39441210525112,-18680.170373628895,-0.08547384954871175,0.07657145602317646,-0.3170005950740492
0.19202709137912385,-0.5865968444983352,0.4756803078977773,206.87819631560808,-18767.6819269024,1.0296797040600265,-0.0033283968525618496,0.08116550464166519
-0.1424888795874617,-0.40114221895532853,-0.2674245555788276,206.66171629008613,-18728.529539069143,0.43567555772349553,0.5453999755898024,0.1966007644293751
-0.019234813003525537,-0.18413262690963905,0.5981004711065547,206.88837200921003,-18769.608157772094,-0.4745662259056275,-0.12860440117545574,-0.26953088344287274
0.17983630304763393,-0.19073781285612276,-0.049269292331508015,206.877425574706,-18767.926171298644,0.613819944091861,-0.1545325432980917,-0.001725856884964431
0.046391798631977524,-0.19312154024868505,0.6342588845611727,206.9876649876407,-18787.076029821455,0.26835887229724525,-0.2251212922877205,-0.3291899609598016
-0.27448436491416167,0.3292027851959554,0.011175542019139645,206.94316123683583,-18779.733125896433,0.18856950703140224,-0.3670894257319648,-0.06756969707462145
-0.11874592732728764,0.25352240965895184,0.6643985382454403,206.42261175194344,-18685.110591038734,0.17340504543211516,0.20372153815943533,-0.14166273257889883
-0.22745378404903147,-0.5845225016479045,-0.17457114530482715,206.47139159099672,-18694.12949188816,-0.07541471575802167,-0.4921290223078059,-0.051484930199224475
-0.08317221470978257,-0.03855346690341017,0.5610540276598196,207.18502666124587,-18823.638090647295,-0.09431495095059254,-0.3503603206498955,-0.2370389697000101
0.13917424848226861,0.128432517313818,-0.32666027070559867,207.05338167146047,-18799.56437228258,-0.3880028602338013,0.2569116025256004,0.057188266765761595
