prevalence of diabetes,infection fatality rate or infected hospitalisation rate,proportion of population over 60,covid-19 incidence,number of intensive care beds per inhabitants
0.14040462292504702,0.519774791015828,-0.12163532887406499,-0.1568364209662799,-0.3263797592913126
0.06969920769117878,-0.39607254004434383,-0.1252817290185155,-0.39727308230724834,-0.19512726115450948
0.16631966121927386,0.01718252007527521,0.1121425080837649,0.07207601823115556,-0.09973317411339659
0.44871878400855314,-0.8848945564993502,-0.2985604540026469,-0.3728533044704382,-0.2233811533852494
-0.2106425076454631,0.43930808211554384,0.10885328703301943,-0.239397533754119,-0.41587977048521446
-0.015554246746653788,0.8258496309368584,0.3162379855137705,0.19024199552896381,-0.2583960977646361
0.3997296364090179,-0.9192613174400381,-0.3153591786411531,0.2574069535478706,-0.014006769492509143
0.34339752602687046,-0.6269852984098263,-0.8179601968550249,-0.28928047684814606,-0.30704517816366056
-0.26922455410905094,1.2532160649892983,0.06149538196813553,-0.032914161219623046,-0.3015597428804064
-0.408499478251796,0.3216092675023353,0.030500918791258744,-0.13100292706112743,-0.19818828138361014
-0.15623073123964776,0.6889329600537116,0.06396142009440633,0.2901341863044543,-0.08757568244173305
0.45791790429968965,-0.6780736067963911,-0.03204048336699554,0.14064492993907263,0.35717555520982075
-0.24225201035524135,-0.6101616794601699,-0.22748607140426938,-0.4518127706208036,0.3634357923925575
-0.22221444821684566,0.6348517612627685,0.22463547506492107,0.44094983790976966,-0.05780219582060308
-0.2637632094920835,0.8604076661516201,0.07972023216078651,0.21431884717931024,-0.035951667255333705
-0.3884707996351799,1.1976556304647952,0.17407672136100075,-0.07231637462722931,-0.2565446111920631
-0.7979309095134114,1.3957422125649135,0.39038386072550474,0.17818550874498415,-0.13207071169760357
0.06722703001938536,-0.3506448829537633,-0.025791401130959134,0.06112130758326131,0.053528315357045095
-0.2553352509468639,0.5886283651071431,0.38434933426415113,-0.05263820931215399,-0.5558945338116517
-0.11927581900498363,0.3727381072806732,0.33511652444584705,0.33870260961655935,0.20175917706199775
0.011602767184887147,-0.6407624868940855,-0.11167430235041682,-0.4856033786303595,-0.0348463693880864
-0.10918986657883589,0.3428444085681857,0.03209618454922135,0.1236691368740801,0.006539837953146138
-0.4764699889376677,0.15919569830725014,0.2510132506454509,-0.13760589274776525,0.06261333572654018
0.3025188808624869,-0.3245688492476812,-0.009052218794526215,-0.03922608075157291,-0.011703434447900242
-0.5731743028095415,0.680592616471684,0.4444585968000443,0.2814866384552049,-0.0657889912976915
-0.0841025018728771,-0.04685843945907214,0.01701624768482515,0.1344937868445053,-0.14537598851943542
-0.5497995031115362,0.5229575609301169,0.39060063465824724,-0.20728620011783622,0.12258579205436193
0.017563936223352637,-0.006634404883773329,-0.09743337953033,0.1235064884141465,-0.13479520557023483
-0.072520561440481,-0.2177074446312114,-0.20695850291961873,-0.0428295903990168,-0.05542896822821064
0.643388648259101,-0.14441429428232705,0.14510983883410267,-0.020200178178035606,0.007825118540844401
0.014018482328912285,-0.06810566989111377,-0.23283033405382797,-0.07319181921821505,0.19638987430343216
