gene FTO,fat mass,bone mineral density,gene MC4R,gene TMEM18,gene GNPDA2
0.09532303999992568,38237.68866951503,-9429.339827009115,0.020856593448729154,-0.3740002439172515,0.005802599879032541
0.31648351148335957,38238.003972915234,-9429.787881653161,-0.30504072248253356,-0.2807035214268766,0.16623297842786136
-0.04734393583945756,38237.675397510364,-9429.160177594436,-0.00852595335133291,0.832389476711345,-0.18476078412280214
-0.6113755360941477,38238.249580641124,-9429.457015463888,0.12764865329235614,-0.24206841456712191,0.06888417948493893
0.031221832148979632,38238.398862461945,-9428.712832403577,-0.20595805546678422,0.34302702110832484,-0.17578256989949806
0.0626956551459817,38238.32704926798,-9428.918750759247,-0.24532216743419905,-0.34357834199064735,-0.09754284782502713
-0.09375545055096973,38237.77240447569,-9429.124241982603,0.04165148379817842,0.3060377060654453,0.0633393372473927
-0.029935450622133722,38238.62853456444,-9429.312602189171,-0.5299533175037177,-0.4251293222764611,0.5836112053741069
0.6190345501946216,38238.232585389436,-9429.416809856895,-0.1995554202853294,0.08043517444392813,-0.15526599817063938
0.17437933406412712,38238.509237273596,-9429.024523871274,0.39807799431159024,-0.046301905470505104,0.033308793808995985
0.1370395238637698,38238.01226621015,-9429.398917599343,0.7574836037953986,-0.4470568330681981,-0.24286828518690906
-0.0721594789385546,38238.3066543667,-9429.614843475085,-0.10467666284539866,0.4332849725502864,-0.044966568490552555
-0.1822566019331483,38238.42431201921,-9429.204119140424,-0.13767992760331438,-0.22199709293405862,0.05972978508501986
-0.21577425412395168,38238.02432672356,-9429.186955785808,-0.5872453949096738,-0.32902378878318045,-0.11376213924787631
0.131447197700979,38238.36703252465,-9429.198278154481,0.04896126005830525,0.14166982748092471,-0.12273778459498211
-0.09011026922830989,38238.300651729114,-9429.820681584957,-0.05855068093843203,-0.6075516392419285,0.3272853731564107
-0.004547801800831732,38238.07779113995,-9429.206128283684,-0.34837885569720367,0.11109578079475203,0.7217347329133699
0.3354604320519424,38237.81289922761,-9429.534845472395,0.07550695850144219,-0.335430413097865,0.30733293933544276
0.25430666541172253,38238.11659891957,-9429.735474093042,-0.04934903281698305,-0.7264050745556302,-0.18741780944832856
0.0547924746755598,38237.79179779596,-9429.431366063394,0.15002336780135492,-0.22471609371164533,0.5587305906164466
-0.09051416772792541,38238.410511999115,-9429.845763396415,-0.0829346755084045,0.4039190084504481,-0.5884237462517126
0.34840634598094133,38237.73510613571,-9429.267287694152,-0.17846816659312553,0.38819725723631304,0.03132431567782789
0.048349724742123394,38238.01386239062,-9429.046072927718,-0.20043649652763693,0.3796485041069417,-0.15192085192963087
-0.31416324872146834,38238.30208417208,-9429.506027743593,-0.13089620578528174,-0.4491360177707237,-0.06709424220805997
0.32526006573160277,38238.19698273023,-9428.980436962782,0.18449838571651178,-0.05267176506639772,-0.8941319619424295
-0.38256513711767726,38237.89124939295,-9429.291398764257,-0.07498658903626132,-0.14046683104229163,-0.7215353804090309
0.05329805143602641,38237.864106879955,-9429.324298960028,-0.2121155508541216,-0.1971484742776375,0.4729481761933473
-0.10904688692387918,38238.0015273885,-9429.740680530718,0.6832011115947876,0.4509643396691849,0.10972797110765933
-0.16479007116291708,38238.13644772222,-9429.596885509352,0.3808809616013509,0.3600162441812028,-0.3070527541824311
-0.12493851144053003,38237.90178408504,-9429.484554454633,0.09130523472046849,0.06212443516524171,-0.3319282057722502
-0.25434623834978726,38238.211243088605,-9429.640286564549,0.15086729622500186,0.2188372292667463,0.05908786148342343
0.10594272425802059,38238.19860366527,-9428.948754368206,0.10940675505077968,-0.21915821499300928,-0.057481949687615726
-0.7511387984387723,38238.28860194108,-9429.282042676698,-0.4568979203492003,0.2704773050733569,-0.28847695221863523
0.01819142666771657,38237.93963690834,-9429.039047876557,0.4789168430011932,-0.3049307729114458,0.06190811743271747
-0.1628569612349959,38238.27293609043,-9429.68208830046,0.31751695617992315,-0.018775783264259802,0.32047654373518747
-0.4097506867310583,38237.360666613014,-9428.912286305986,0.03393724301956804,-0.33760212606570295,-0.11887174146136144
-0.05705386929648332,38237.891945999574,-9428.86322830721,-0.03252283425342163,0.2796669586306705,0.9367121463776689
0.3480933107552194,38237.80002215977,-9429.497444384879,0.06079014290595203,-0.47732905056706665,0.22365585748621195
0.007230650991725835,38237.73358533455,-9429.15716843841,-0.31162227444442064,-0.14977456693709867,0.5570707544639967
-0.09009286603484422,38237.94055354659,-9429.49122453428,0.07229087017972033,-0.2762805296696092,0.22307735258660033
-0.24204278041114924,38238.18201838388,-9429.38091675903,0.2933003269529054,0.025113660318169657,-0.12665319729607016
0.0952196223726226,38238.37991015209,-9429.25947434998,-0.14410073781231134,0.4020629374664002,-0.20151794178810864
0.3260099235283732,38238.21190798975,-9429.683873461961,0.12064870798133036,0.5794769418148059,-0.26471094950358376
0.31357208789243984,38238.222704890984,-9429.452802256748,0.27857228933041794,-0.3155131576007591,-0.1397958011348768
-0.08829332931165924,38237.66862527141,-9430.371267083452,-0.542359111216123,-0.0860561810184664,-0.46729992221462807
0.08537231929229296,38237.805353404736,-9429.194566002367,0.21424174042907643,-0.5254527657263279,0.46007194698064613
0.0807085923814075,38238.26633728419,-9429.408501878645,0.214060448302017,0.027092718169075703,-0.05146419984979051
-0.2328823735947731,38237.81752041032,-9429.484829104349,0.12040154849426096,-0.350025605206215,0.10412375958137761
-0.19514165838453604,38238.26248429833,-9429.47578940997,0.03478693551439855,-0.5808072157704749,-0.3979821605665467
0.19771600042581464,38238.00473506265,-9429.892139573501,0.46736440943193347,-0.010740887773101556,0.1825445836119481
-0.4755489887037253,38238.51717271593,-9429.043755056997,0.15964870799113548,0.5284883437975212,0.19837768360692515
-0.10237639179879808,38237.855638680914,-9429.485755294143,0.08836237628478714,0.15882913125935416,0.20574265270907607
0.3873283918265317,38238.038289843964,-9429.29753170837,0.1576438868489494,0.38631619967586384,-0.36525659154627754
-0.08853162779292349,38238.072849625365,-9429.47575458092,-0.14741199599589078,-0.14405625000723984,-0.7013162978970793
0.10322518658376016,38238.14293148644,-9430.094653951859,-0.3241363879183882,0.2342000849303541,-0.4656157247998325
-0.4194919265271343,38238.727953967755,-9429.66668442707,-0.23310010260799696,-0.4670394550462225,-0.49910194803569846
0.17968681233608497,38238.1203336784,-9429.50133883541,0.138851180048905,0.2040498303965745,-0.06213014563175253
-0.3071960628013512,38238.54462539654,-9429.489078340828,-0.1468396841670305,0.054527060256956694,-0.5781814017128436
-0.2693738245161006,38238.41939502157,-9429.056934919374,0.026229226630340986,0.17071522918191365,-0.027733248804585078
-0.319749225622509,38237.94242828719,-9429.133585232676,-0.4469153069357656,-0.04361669514208246,0.3607700177224104
-0.3601343302888781,38238.359270932895,-9429.109898797748,0.14274008681253103,0.05861747580687305,-0.26108817376259386
-0.06812090049930877,38238.09112951784,-9429.881714429912,-0.03657571301319709,-0.1366839372160443,-0.13160366600346132
0.051198920463899344,38237.53448997447,-9429.60475671661,0.11267095718242273,-0.04631071463585338,-0.2211359016706891
0.05515074668985836,38237.715725360176,-9429.327861339705,0.11399296318880946,-0.061916636679439425,0.5779574311199603
0.3833755283798503,38237.84991731023,-9429.474760892004,0.03640117644770197,0.07514576718089828,-0.23364798315559127
0.07021074777199438,38238.258077382736,-9429.184055845511,-0.16129682890084163,0.42846350394215377,0.04886107632863663
0.07057009734112517,38238.12520775328,-9429.265401812021,-0.35724554160236405,-0.1111234619935648,-0.27565619964236315
-0.26226469375348316,38238.02012513624,-9429.682085737304,-0.12001076197707777,-0.244030205054553,0.06902408370197544
-0.7296402482895683,38237.55886925794,-9429.250550123494,0.38178003721198606,-0.10141455080116948,-0.12818716943632885
-0.1504179700807778,38238.59408200262,-9429.1066507604,0.38767525933825026,0.03522792558820688,0.116694574617471
0.3954488599630816,38238.55534265803,-9429.04021966176,0.07565112840827651,0.0922595954340441,0.0013159748197925118
-0.379045429305886,38238.083366493294,-9429.777858994397,0.5757669327087838,-0.31303390098802936,-0.41502548345724466
0.5247789604130321,38237.900203178215,-9429.250846480274,0.3410665414661633,0.01218476418930561,0.2503110721925225
0.16395440345565723,38237.77608622315,-9429.586881907097,-0.026587163929195887,0.093244056673731,-0.41007016309644506
0.19969629120541996,38237.97632774247,-9429.470118545983,-0.007802788400598079,0.1591072824492417,0.0018953276046948892
0.14036550220940686,38237.87135325326,-9430.249277834062,-0.13791778921846784,-0.4397521305259691,0.1879390964743578
0.2648218342103344,38237.99416432313,-9429.643708878088,0.2496701259571524,0.07998978618060255,0.09555901970680207
-0.21004029404546157,38237.993347244315,-9429.330282431774,-0.14483017672119933,0.2694096030026414,-0.17138110590432118
-0.1423163115051251,38237.8345392136,-9429.729841821747,-0.016932957318215553,0.27578775029284336,-0.1960514920312332
-0.15028457448907923,38237.74597200668,-9429.660158755958,0.1977752937258594,-0.5262991246166135,0.16916968144536013
-0.49098508128019114,38238.39566619424,-9429.512652436346,-0.028739030483912652,-0.11276269724388949,-0.015387062494948275
0.09571227620328825,38237.9256454743,-9429.234726529663,0.0806835086487722,0.33681823572861896,-0.021427233285730974
0.2558360299658143,38238.33716743366,-9429.375738427792,0.48805588726954774,-0.2790542681309549,0.13466421447638643
-0.5549139059946321,38238.01719276669,-9429.623309098084,-0.06016156091021358,-0.21093890337384294,0.19327716239082118
0.29151744242957955,38238.16396466548,-9429.341724227175,-0.3984898787447265,-0.4689425663826617,-0.1736556952415026
-0.12108902296108354,38238.24107973415,-9428.938695903898,0.09185570099009017,-0.23797092066194314,0.0485320932714099
0.03550877583315984,38238.43130825989,-9429.30298608827,0.14554310314233804,-0.06149243320124095,-0.20779888396729618
-0.6305320004570875,38238.21407847163,-9429.498919038371,-0.3119003791880001,-0.5341568369409272,-0.08413844997651977
0.16260335973886655,38238.23565220799,-9429.320043870423,0.13174678728854486,-0.41668977805242435,-0.09408509812544442
0.2212282650946636,38237.87560346856,-9429.625612481206,-0.5669389956969303,0.06581893866604861,0.2449552058022297
0.03060062140311346,38238.532413361594,-9428.988316528803,0.039913194646998544,-0.717740269273163,0.15900899209439942
-0.005790672964838723,38237.89840185636,-9429.51304256465,-0.05126909544838383,0.07793875708000982,-0.23451586289797607
-0.42652391766900066,38237.876638832524,-9429.766013855657,-0.11189110713716759,-0.13399312135751407,0.4340223356883461
0.144028658088866,38238.72798000004,-9429.770240888722,0.4101498602002407,0.5862395315131576,-0.2528077399868234
0.19548705032991673,38238.427799349294,-9429.858122079911,0.12131983697407085,0.20328964786276058,-0.20099358273893494
-0.23417093432489172,38238.528849657334,-9429.182273416114,-0.0861308629125766,0.18344096508528324,0.04243797172043575
0.21948880946069207,38238.082460184734,-9429.842467764385,0.45311262419976667,0.08415046871609481,0.04401354019780983
0.14286717070972196,38238.639485750915,-9429.277603078679,0.5606151378404237,-0.052465922171191844,-0.21702377342528276
0.18587689488258918,38237.99765926543,-9428.901852008232,-0.05010950036529319,0.19095056354380957,-0.2091230857682044
-0.10459716831022413,38238.41900406923,-9429.479571803562,-0.267230007098725,0.2025715854042659,-0.06969587078373791
-0.3284394033216211,38237.88049543607,-9429.135618768221,0.04406371397039018,-0.06259553887335409,-0.6164676055117556
0.2869952103927183,38237.72784553377,-9428.778046477839,-0.210344027691238,-0.3593254024478234,0.26928974845950415
-0.027098272772994998,38237.88241985029,-9429.623356620426,-0.6482309920830445,-0.06636275939923338,0.5185382679700277
-0.16723121452961287,38238.456920398836,-9429.32557996417,-0.2150304528860255,-0.05645816784364638,-0.02609011036086945
-0.0888147958735982,38238.49577018265,-9429.270397591163,-0.22759255241679305,0.03912407681139937,-0.1996555352618402
-0.2767860660319545,38238.042136931406,-9429.619828817222,-0.4926573165956482,0.1579429465337832,-0.19659493932808686
-0.3288117581204199,38237.95552066478,-9429.546468147548,0.19386727299134246,-0.016776870593371223,-0.26396174704018754
0.38736473120557136,38237.68823790405,-9429.486430055014,0.10457013300284626,0.23578902980211136,-0.190955264436529
