visiting asia,tuberculosis,individual has either tuberculosis or lung cancer,dyspnoea or laboured breathing ,positive x-ray,smoking cigarettes,lung cancer,bronchitis
-0.369750533912787,5.007210359212394,41137986.155659266,-7084.064316290954,-53.74763616883734,-0.3521935170597538,9573.037931017077,10.641705493949996
-0.07907268172490317,5.5191070198490575,41138073.89383262,-7084.288173990327,-53.51909622030035,0.08330762543423482,9573.047722831525,9.344784505755939
-0.5078116089570832,5.109522114834003,41139800.15200218,-7083.702276252859,-53.66797866698469,-0.17306144235255885,9573.248899262277,10.027086834767541
0.1695687529007143,5.534889087785148,41138289.05600781,-7083.755455951688,-54.31392315881749,-0.09033330409989238,9573.072796788156,10.263870785568994
-0.03755334993728081,6.024323401687857,41139043.59548187,-7083.944420118666,-53.85422852111237,-0.30292840529058157,9573.160118778098,9.932638663806912
0.010192100973874251,5.8522377268853605,41142111.484716564,-7084.0866602354145,-53.94156857093148,-0.44358934884422535,9573.517166459056,9.637935435752237
0.3396783096882137,5.49958652133335,41140646.82172365,-7084.272342054376,-54.13102862842101,0.15308019787111882,9573.347092846909,9.94091963947426
0.18467448550556528,5.390664666061406,41139350.82634964,-7083.76529110944,-53.87627023826168,-0.08479490663706517,9573.196417959234,10.089045402848708
0.3623415065610516,4.771742914896356,41140207.95697977,-7083.577192425104,-53.94880938181002,-0.008991579895974893,9573.296618801181,10.761108901815449
0.11764236285615191,4.436196508740897,41142290.17005495,-7083.996866253772,-54.25751549550711,0.13892332499606885,9573.539136180245,10.0472505184027
0.258611200358904,4.818892684996337,41140212.46227002,-7083.565503241811,-54.02313778184127,-0.3478436008930543,9573.297084545633,10.329860019760726
-0.4370034928288489,4.95059438477587,41135112.70186988,-7083.9451178265235,-53.84186331878655,-0.2852895499791929,9572.703655553592,10.568364925770474
-0.08309352194813106,5.672749011806953,41136894.04071537,-7083.855449365124,-53.42073763529685,-0.11990916173991503,9572.910332067835,10.139398180995443
0.3762647178976625,4.204296857697068,41140541.19032257,-7084.347157078565,-54.513223964601416,0.07690986467511858,9573.335777730541,10.211224272277923
0.07757218300756225,5.5059658398489235,41139147.15448595,-7083.980822381906,-53.84198912146476,0.02385559050813277,9573.172584447197,10.391964817125396
0.05759607429658658,5.424879552047183,41138007.25280287,-7083.975120680231,-53.839905130992165,-0.23322091431196068,9573.040012998783,10.09975514272344
0.31520986351728014,4.9920830831354595,41136808.065885745,-7083.919960205204,-53.82140127041135,0.5709184011600401,9572.90084901895,10.099735014201974
0.41315988995772873,4.633079978002503,41137940.22237586,-7083.988429800316,-53.32349586848856,-0.35050918502951484,9573.032890832943,10.689411704047737
-0.09842310843707859,5.341756024293601,41134977.35528272,-7083.887926799838,-53.42105266150141,0.07837693413117691,9572.687550067674,9.9346724539807
-0.4792424432593717,5.114046208247375,41135257.49550585,-7083.122003674892,-53.64176042961602,-0.32819833021908673,9572.720455120652,9.948894587309756
-0.2473604998565645,5.447096290091536,41135472.46231538,-7083.849771040129,-53.99647039144117,-0.2188153922752253,9572.745139102824,10.34113221767801
-0.03828884736501023,5.242574449115724,41137846.28705754,-7083.664901921267,-53.965050391826345,0.42254485653503,9573.02144332457,10.005318221109993
0.13664504551557635,4.879176311277475,41139083.674162656,-7083.787756648574,-53.723005666774164,-0.08392215699105453,9573.165726374647,10.836052784993194
-0.33126793552580436,5.170110456095238,41140393.792672805,-7084.369700021511,-53.18690218794752,-0.24771888862158786,9573.317916959913,10.393377732827288
-0.41129523404268836,5.232889814285694,41134679.66332547,-7084.192686796338,-53.53020059228387,0.5110018328701537,9572.65301697896,10.433632706486426
-0.21250408734388226,5.076892907917777,41136222.829717696,-7084.00315104007,-53.749084088834614,-0.04100203319984057,9572.832646073373,10.411707111581531
0.39550081696325495,5.016599997700516,41140858.62945284,-7084.044458374782,-53.70267966441598,0.1404341920524526,9573.372148835408,9.969640912017763
-0.27191556684695944,5.019955357426994,41143285.92040771,-7084.05503278528,-53.77190798091033,0.4474732844517421,9573.65452312257,9.528191689872994
-0.39527042892163383,5.609995885947043,41137234.72677485,-7084.365194012624,-54.362080987556105,0.4208329531425158,9572.949987761767,9.91790633293195
0.005269113716840415,5.09899096456779,41137785.69474656,-7084.624688658162,-54.447616667431745,0.49053588397654163,9573.014522468948,9.754392472127936
0.27839672299078755,4.773773566652995,41142733.29751067,-7083.385054751231,-53.91458063306326,0.0555875741111045,9573.590445516771,10.116661892260275
0.24812062940963614,4.910968511192433,41139438.49332169,-7084.2178525999925,-54.20543666955764,0.3302926057399563,9573.2070715897,10.415684329049215
0.05681010632369705,5.033296077050197,41140208.8094528,-7083.5417341649945,-53.845987107890494,0.06700806218573753,9573.296568441308,9.892566134501156
0.42695196285150255,4.9070328736327555,41136778.72415821,-7083.861838370255,-54.154686161282825,0.12262333913150472,9572.897519178443,9.898716908712181
-0.4028479529166316,5.096479328100204,41139893.13301387,-7084.071764249827,-54.30844463917855,0.24430732894467674,9573.259840330498,10.223656751127487
0.33314644955305744,5.1352110786260825,41137553.6515877,-7084.000911121129,-54.20978468335066,-0.09707550844371036,9572.987545787113,10.080373530099058
-0.07429841038637286,5.561911541118491,41136288.444724925,-7084.162292393166,-53.45662274137958,-0.20312026959252408,9572.839982480093,10.584105395320794
0.2304138182777436,4.5523746183197575,41141624.15021695,-7083.770553902263,-54.08410108287169,-0.08407247797763415,9573.461551290753,10.455246849673575
0.038570990665764596,5.478591189644536,41141999.460723884,-7084.118806175516,-53.42682019114857,0.2561546887750566,9573.504479508336,10.388188306576595
-0.23583690866605597,5.084755050827828,41139343.83317621,-7084.7233423859025,-53.83519826781222,0.34872414512720445,9573.195922778892,10.202917273270376
-0.08614201784002942,4.938132865241843,41131420.28227374,-7083.488099065476,-53.90479421034552,-0.2758237214301905,9572.273963551415,10.311824353597196
-0.36757809661830926,5.2129462041950685,41140821.13029218,-7084.028889989414,-53.462875971141486,-0.2612759106515017,9573.367652222485,9.58129870161067
-0.13437914882163204,5.037167047801402,41139890.89930539,-7083.454733466298,-53.93740976211766,0.4715115311223903,9573.259495475895,10.17693427972808
0.25636094593556685,4.706610961674298,41138122.94733618,-7083.974787933431,-54.144110912098654,-0.3263827695793108,9573.054079512907,10.101350800404143
-0.229069441477788,5.215782690314714,41139727.70034233,-7084.257461458609,-53.48327306767958,-0.2953511728398607,9573.24044651418,10.114638211138558
-0.10662602902534173,5.255473783488265,41140048.98926857,-7083.998415928137,-53.977654208383356,-0.2031536512568898,9573.277723534618,10.344747378066426
0.2581775683016236,5.012329803126475,41139518.36953786,-7084.272993558512,-53.984399009545314,0.14709391984756695,9573.216238957137,9.949753462714531
-0.4537650381266778,5.224907401967106,41140947.65340517,-7084.274973219829,-53.14476501224234,-0.12545354067962988,9573.3823356962,9.884407765695604
0.37147507745412534,4.995717838045158,41138415.58127888,-7083.924731465931,-53.56190960262647,-0.6887733894493133,9573.087961182311,10.374198354765515
-0.4236818289185781,5.268039966707919,41137650.37274196,-7083.712016174192,-54.689517059805496,-0.02855739188525428,9572.998687814923,10.37584732381379
-0.2944502685266453,5.432101599416098,41141263.57148579,-7084.169337286131,-53.710959552530795,-0.41628371281195986,9573.4189581862,10.650206297599075
0.5047235668000998,4.579663071699668,41142414.70619552,-7083.745643451643,-53.89836985771247,-0.05326233630180034,9573.553544359005,10.048540901887712
-0.06878934035781784,5.166762892318437,41140162.58694509,-7083.897925044319,-54.370620630188675,-0.24544471725989678,9573.29110674893,10.440744593172875
-0.48969637830490753,4.9155858512267825,41135835.57961644,-7084.161551502999,-53.79154068939136,0.21883415569679193,9572.78779607297,10.15376089321768
-0.5599129213266014,4.890453157541078,41134888.10429132,-7083.287605213682,-53.14777114341379,0.17781975237435776,9572.677547121488,10.469899798865512
0.2358930223533899,4.724001486989721,41143383.59341745,-7084.274147602598,-53.85329647218505,-0.5572569550229499,9573.666147521079,9.758584937281716
-0.3681470233053113,4.95335156288006,41141132.836857,-7084.177811073779,-53.31601103215016,-0.11023003859528388,9573.404154743796,9.743899293790662
0.12592490560995598,5.02333173959757,41136569.1928545,-7083.497961832901,-53.99713590083008,-0.3580922815710147,9572.873085887726,10.061529367788488
0.0960180903816784,4.937567837693795,41141451.745865144,-7084.391831533172,-53.76123035908133,-0.10801931633073081,9573.441193632883,10.075186851280286
0.6057525511540401,5.431390334328988,41138093.696764514,-7083.63263465057,-53.93005332041992,0.17531014266112238,9573.050077907894,10.169442397724858
0.22966149033525923,4.998003549223299,41136556.072831765,-7084.054704902955,-53.57389038733053,0.07322862468093166,9572.871539321544,10.219849581473184
-0.5867927914760105,5.019564517010593,41136747.75597579,-7083.73193732971,-54.44693259680977,0.15072116425903984,9572.893834311746,9.754286467193653
-0.5184796468619415,4.8944750288222325,41134430.57355057,-7083.673072235103,-53.57759615068115,0.3238340734822578,9572.624365658734,10.08051529610242
-0.30422173418604076,5.16301375534627,41140282.51434657,-7083.880446046641,-53.84706863789144,0.41291620712277566,9573.305018497278,9.528388328584041
0.21196455676254763,4.818812963168906,41138287.96284647,-7083.985841991239,-53.81091641007602,0.30676696364189965,9573.073189169478,10.923720868946603
0.02104228188321529,5.434704489759835,41138638.18647745,-7083.848202953277,-53.580065636848616,-0.3332109132236287,9573.113438014585,9.979830479011294
-0.2577993835975202,5.264517313514234,41138012.073522694,-7083.892391510093,-53.57105552658728,-0.024347049318311696,9573.040766556998,10.067507639110383
0.4231490937030733,5.0707033341015775,41136196.862417795,-7084.05179899104,-53.88300420724896,0.15239076776990043,9572.829734921126,9.856175116958156
0.08506246010265495,4.843400888876203,41135653.09741568,-7084.083730603885,-53.725296856817344,0.12864236752007863,9572.766556641322,10.041042780051782
0.2100465826304787,5.516853452330467,41135514.749924034,-7083.358304213765,-54.33936141527633,-0.04814775023926494,9572.750016325386,9.783683870573133
0.25224720178264215,5.079953780464555,41138695.052797884,-7084.091435378289,-54.18370951389041,0.08329905298512005,9573.12037104873,9.783859244665623
0.10909680852018232,5.316125362586518,41139563.75727833,-7084.085175294612,-54.158108498024255,0.4386625425547245,9573.221233117052,10.083497971900922
0.44405671378781203,5.202770706072079,41136567.79311457,-7084.270842946082,-53.53074364030903,0.27687531572458274,9572.87270831662,10.304690680216437
0.04504836739968768,5.434910949377633,41136326.782308914,-7084.3652263389085,-54.01286176196062,0.13580063411752774,9572.844488308023,10.050260764017725
-0.08779806299775372,4.93383351602637,41140009.072909094,-7084.52721303044,-53.77904021671409,-0.15494222137064542,9573.27340760377,10.12290838720753
0.05223460824650717,5.499743850216712,41135925.01968462,-7084.340427131392,-54.270989434557535,-0.18786155893153728,9572.797740071155,10.760573158372484
0.019583673911058343,5.192966088419611,41138986.945580855,-7083.60082203336,-54.095799967453075,-0.32372752698167045,9573.154257157285,10.141301584980615
0.05912185188254068,4.875008010771863,41139394.731883876,-7083.647230582972,-53.809872453487124,-0.1909562098701104,9573.201924922696,10.617088451982372
-0.18396044536481468,5.370746804477764,41137596.42745407,-7084.403381657857,-53.3836002184936,0.25849540372438184,9572.99231620344,10.566195569124147
-0.13048102547101992,5.272724340783855,41138121.80389041,-7084.0096348449115,-54.02918046769834,-0.42264127225143366,9573.053539317863,10.27112250025975
-0.4808661865874496,4.6903349321613845,41142059.57171198,-7084.409405935779,-53.13606977537114,-0.32035398567422374,9573.512132140786,10.039260466150868
