protein kinase C,phosphorylation of protein kinase A,RAF kinase,C-Jun N-terminal kinases (Jnk),p38 mitogen-activated protein kinases,mitogen-activated protein kinase kinase (Mek),extracellular signal-regulated kinases (Erk),protein kinase B (Akt),phospholipase C,phosphatidylinositol 4;5-bisphosphate,phosphatidylinositol 3;4;5-triphosphate
0.03846734478071107,9564.740068974656,9390.14594156536,9390.409319270664,-43046204.15856057,12490.295953399547,3861.3005622291116,10379.536023276261,-0.27364463666188116,19051.569686402163,-0.1149853960569999
0.1439834479902933,9565.327675080476,9390.03830484128,9389.817830574597,-43051493.513669245,12490.136661844175,3860.963364777559,10379.254268622492,0.01176697473110904,19051.182648260303,-0.30202602801927686
0.04434830198639698,9564.683152913129,9390.114157649714,9390.009241979678,-43045691.74227142,12490.182195255118,3861.307294989999,10380.00351129377,-0.0146006804256274,19051.98518495689,-0.22131065018819981
-0.11534533285866796,9564.828606027731,9390.028970704736,9389.78904799153,-43047000.86631161,12489.641586740998,3861.1906524083242,10379.602065073048,0.5942765161357929,19051.09910556539,0.1572385910553335
0.8718226429516739,9565.304507601706,9389.902248110446,9389.593180275166,-43051285.044806965,12489.912355798375,3860.951261320831,10379.462485257212,0.13639956079832757,19051.57812302264,-0.2652795916434007
0.010403112939294181,9564.714822265141,9390.290244296299,9390.168787788954,-43045977.09839705,12489.862802177657,3860.655419584382,10379.620903899824,0.38637221940069105,19051.60295405405,-0.6816327862878833
-0.42179248485132476,9564.225341025645,9389.809797462156,9389.706526431877,-43041571.954666704,12489.992607960035,3860.7754607484517,10379.701373613081,-0.11051030396029184,19051.619442267798,0.3681576223076123
0.46794348253824425,9564.762715938365,9389.282260974554,9390.130743513575,-43046408.430261075,12490.619420896004,3861.319357456917,10379.662956796834,0.7197312561058564,19051.167752479978,-0.5971109537140229
0.02345351467081312,9564.909815568359,9389.52355746557,9389.321466172805,-43047732.309421055,12489.386021712791,3861.027385278549,10379.460610923412,0.3239866315960102,19051.23876765891,-0.2053753759376571
-0.3225891340339542,9564.782859751735,9390.292982266166,9390.253198113604,-43046589.37721509,12489.562117003965,3860.6019014703666,10379.629275210127,0.0473112133829269,19051.826694902164,-0.2306511348239293
0.540618111016645,9565.053991210085,9390.029237176464,9389.751387167427,-43049030.03691297,12490.101451508426,3860.780855101948,10379.131332324745,-0.17367001651536082,19051.6290412983,-0.18958342470628198
-0.5533798362571196,9564.697834501536,9390.182552907649,9389.970023381571,-43045824.294782296,12490.232457890703,3861.0091671466425,10379.76530995403,0.03337573352285799,19050.903284231943,-0.03224911603384642
-0.14282130909912208,9564.850242811479,9389.856783213629,9389.627872445597,-43047195.76269721,12489.92292474917,3860.8219028394346,10379.701999367437,-0.3892830863609866,19051.10914249189,0.42878766069877017
0.07618630805202514,9564.322465690571,9390.238194764162,9390.207032468585,-43042445.74534237,12490.084257160603,3861.1053900915704,10379.53947063339,-0.295969565050314,19051.88486978676,0.22031197675170328
