prevalence of diabetes,infection fatality rate or infected hospitalisation rate,proportion of population over 60,covid-19 incidence,number of intensive care beds per inhabitants
9850.892324784158,-7690.585151187056,-0.17050910289337082,-0.1201893648201561,-0.04438357113243829
9851.081960702317,-7690.816250048567,-0.0361919764166575,0.02514868185813488,-0.28182357618643455
9851.157878717233,-7690.496983375604,-0.20301517805198366,0.22712336268960778,-0.15743035609897454
9851.20207516332,-7690.400824682062,-0.26961292489071614,0.021561980268774518,0.2969690856792719
9851.089777481122,-7690.813162962572,-0.2499784664641129,0.029411409142335948,0.1464397865017621
9850.910564542613,-7690.538676802097,0.2428092319434097,-0.2959835117846999,-0.17166593645805786
9851.019768334427,-7690.727159858797,-0.07917253882502262,-0.12687093756747653,0.20090258491271645
9851.336739457602,-7690.86063500497,-0.1988864513736876,-0.1661230727537738,0.2340645099015995
9850.98514018168,-7690.880154270159,0.22667467179363282,-0.059232152068671544,0.17702841823190835
9851.238449147073,-7690.6201496580525,0.21888541209943174,0.04602620409497387,-0.26351646914434035
9851.164487797649,-7690.418126661129,0.0028190102045754784,0.2878185360614064,0.224223453087893
9851.144260971463,-7690.697198991638,0.08539785752376922,0.2793096389816601,-0.02140683126554893
9851.321642313087,-7690.510606606035,0.08289379189668972,-0.23513563348756586,-0.008166023927265065
9851.39760061147,-7690.462747668026,0.19120664728273096,-0.2600560382203043,0.18806246313588004
9851.349067274941,-7690.530001562943,-0.1348101080494322,-0.22406557043468375,-0.14875727781085948
9851.068933519482,-7690.927245678971,-0.006618267599577288,-0.009281572938708885,-0.1853621310186687
9851.34722667591,-7690.394023476314,0.02378029918096669,0.13801011075956865,0.23432770346366177
9851.289384109206,-7690.652863755306,-0.20668178883757277,0.07402314943801928,-0.27684053618546806
9851.275950901545,-7690.835164198195,0.2788316421334273,-0.1583464859692207,-0.2730648188135878
9851.204097653232,-7690.748510701413,-0.12945015653621011,-0.1380150810517595,0.03043395049990566
9850.891594136858,-7690.4421368941075,-0.2951859564253881,-0.2750750548584955,0.00670844154698691
9851.362649285558,-7690.394372086483,-0.07005952011802771,-0.26189775403915405,0.2133137493040161
9851.34343528125,-7690.402377946857,0.24611193137536685,0.1850046418438989,0.06115289096551829
9851.021598894182,-7690.424491543412,0.2034177377044319,0.06615265674580785,-0.14165683017342928
9851.299212276124,-7690.522408539186,-0.14057668214960795,0.22831680190367734,0.13911600819979614
9851.427170764242,-7690.803950310574,0.13006285718018107,-0.08688574127296818,-0.0405202511253438
9851.43373233038,-7690.711621866801,0.11481120955369906,-0.1908443579301574,-0.03396535382336818
9851.077420423051,-7690.851533414983,-0.1102895415568157,-0.2205888160964482,-0.14960598204748635
