severity of covid-19 infection,being tested for covid-19,being a healthcare worker,smoking
-0.15615560811622411,0.3689659242691288,0.19468656761892517,0.08990183656539572
0.043150840719731465,0.26680016116618316,0.04192575974619345,0.12469630963948986
0.2766513381161649,-0.37025307019379694,-0.11743660822302895,0.007837522189234322
0.00770319497262506,0.22881003438167863,0.22928921296078725,0.12194486571601487
-0.1916412383295265,0.04991958615174802,0.06127832098005226,-0.14739432101105152
0.252274823943974,-0.28254052487995124,-0.008969264746006511,0.2886950436888291
0.10597258137446253,-0.22291637488010138,0.29131090247374586,0.07081570807823873
-0.0025014790679953602,-0.10703379674232341,0.13333009146298602,-0.08679087868994331
0.07210337645687481,-0.2245465600630553,0.11827679360613613,0.11408194525088451
0.03571021323956419,-0.20875868337434522,-0.02006567824910699,-0.05943672203003849
-0.11053362039938297,0.27357367498589696,-0.2454851344522565,0.030399257765898247
0.05537568381594432,-0.11025614257114263,-0.2824520346313006,-0.3789539583684
0.25098914180848714,0.027607303875964356,0.08701276076887404,0.18969685008571183
0.167903996192596,0.0794372360934976,0.11572024771393363,0.0845385432877992
0.14697051600984073,-0.32827407582705603,-0.18109738288685395,0.018392223008737232
0.29456649648316763,-0.16434128024703204,-0.09076926199808588,0.18498005866966535
0.026745390992494178,-0.04894105351802633,-0.266036812035708,0.09165080761355623
0.20546143076460405,-0.1736882466645785,0.1837074992441058,-0.1708599607776613
-0.12406735914995748,0.01817209732746368,-0.2536596547613245,-0.15906929250980317
0.016983986488364022,-0.014639691135962904,-0.2315445729555401,-0.2396998010731491
-0.14445315029722763,0.15993261219031074,-0.08566508522980168,0.10679435537986821
0.01941376619089774,0.07474623759911235,-0.23966121256106573,0.0495779562316567
-0.08961491624251153,-0.1820279874998298,-0.00044834700678975103,0.22020864174446095
-0.0657095662520221,0.3165453939878008,0.12739206315151852,0.3465039051994679
-0.11182427053244848,0.23838832943170465,-0.25927494511722254,-0.365675462084321
-0.12096460382971153,0.013856779246145798,-0.10308941714980893,-0.12423776122860525
-0.03460736790489466,0.16717173383559958,0.09226809772364092,-0.01736482550429244
-0.29216776994885557,0.0920070477998699,0.1070272960863124,0.1898398461395767
0.171441797803617,-0.058789309388957295,-0.08714865391331947,-0.20049708380177622
-0.08758875757332013,-0.23205380309191959,-0.12157902777923457,-0.048459328335628424
0.05464269409768685,-0.06896567680380514,-0.25986964860521095,-0.0013648839228289633
0.12317091791547463,-0.07950899239395502,0.25760260592601386,0.3016184429713942
-0.06926165301159909,-0.1492765118754992,-0.23455987395273187,-0.24162846178846925
