protein kinase C,phosphorylation of protein kinase A,RAF kinase,C-Jun N-terminal kinases (Jnk),p38 mitogen-activated protein kinases,mitogen-activated protein kinase kinase (Mek),extracellular signal-regulated kinases (Erk),protein kinase B (Akt),phospholipase C,phosphatidylinositol 4;5-bisphosphate,phosphatidylinositol 3;4;5-triphosphate
-0.3092043570402222,-0.05970932441058157,-0.26938353745299437,0.19295514792655497,1.0076317972057338,-0.2006010971236135,0.238938774961158,0.19111494938014056,-0.1782456106720721,-0.6184036229226464,0.40256368413162175
-0.10020204396928224,0.3866007422708923,0.09680862754005326,0.5701391163898273,0.3202357448776238,0.07270547701877247,-1.1115529895409797,-0.395678074631002,-0.07560226140579586,0.21634046451551053,-0.21826377070166988
-0.19234272903722674,0.21294605327493427,-0.06313923207908714,0.7839230444558842,-0.19901340325805097,0.34609166842404354,0.329296230793761,-0.2746206143568399,0.25083680938174885,-0.1612083192238466,0.0900053547723872
0.12009506777865504,-0.32898979600211614,-0.4854813313416292,0.40090017361972263,-0.052610974264061194,-0.14307618837423536,0.3797840610941954,0.6735694102261133,0.15784552346104713,0.3541015803319747,-0.47671663457559865
0.26878140598420913,0.289638558985818,-0.07189835446244461,-0.15670080678259757,-0.07807961319088763,-0.07198617941539076,0.028792256943587446,-0.13239108781283074,-0.2044956251724603,-0.25424536763662303,-0.04578742983087661
0.1288456436334633,0.10710189113330132,0.4314327993659189,-0.2535349675247205,-0.04212066342765415,-0.3484882894503127,-0.9043464416134042,-0.26748064908133407,0.18466080483762967,0.8560370653421361,-0.3832423093595263
0.12731215282087657,0.4359106962429616,0.15522054637293894,-0.2369445764149537,0.13746985128594447,0.4150894421085696,-0.22764393342433845,-0.6941468754844696,0.3875066895281219,0.32361137561372666,-0.31019820850632496
-0.2035152410834228,0.3523282760601673,-0.10778045984118173,0.6127891887035466,0.1794075400763982,0.04340522939571756,-0.19082840111756763,-0.11703919426733839,-0.15780498224877304,-0.11599345204853094,-0.14098127732667004
-0.2962106668599337,-0.05657432808150259,0.27917916888378796,0.07275017829098544,-0.44382213194364695,-0.4666547220449672,-0.42360836438069116,0.07448261936105806,-0.15684551317705572,-0.06608758487239472,-0.04389903731643699
-0.08847839816655916,-0.2144178967160795,0.11384691455031401,-0.4601330326026946,0.06438617437903338,-0.05447635483723309,0.5039747618306936,0.4924988128689027,0.29345014040306544,0.269602653136992,-0.3009694812065524
0.04699254484112398,0.2250743536952244,-0.13860186486316084,-0.2044350696665368,0.16210350788130434,-0.3076342160246381,-0.6924759135834576,-0.43816320628678607,0.07247389100805025,0.5002585240908999,-0.14158022884655394
0.08274619372733957,0.12345669352755932,0.11122790061616773,0.06108809241160611,-0.201091209575257,-0.07850768366069216,-0.3417032183967522,0.16271216113054093,-0.2572623908199649,-0.23413976037158132,0.12708254120278956
0.2674483444032665,-0.3743432360820634,-0.3189519308166313,0.09377859359981253,-0.44594927819792346,0.41696759333150274,0.6868894532501902,0.13450039850720955,-0.34448570128573885,-0.4707427047730972,0.3983208005863032
0.06010662408788556,-0.027606354352718368,0.29358965396716585,0.25316914485899206,0.22588189509622714,-0.2089618525215947,0.018015634252287804,-0.45821802566046377,0.029826576563089586,-0.06414066275449386,0.3683711735553399
-0.09656726812559115,-0.3745815213840228,-0.046361562061459305,0.3898914870008215,-0.00613674080791643,-0.41362956755670016,-0.19981862226573205,0.2466365220209182,0.15601292384599966,0.3212742520694497,-0.2313568505414454
-0.533292745839816,0.35133494926699005,0.137165951087648,0.40585466945731624,0.37355006088425247,0.25116709376192076,-0.37751513815725934,-0.3947668503945859,0.3961914299766373,0.3439445736487083,0.24015738190264682
-0.10153430494618436,-0.01343983475568193,0.4535605662189786,-0.265739879009966,-0.01030218057637105,0.2667840958432832,-0.1287837290890172,0.17371106482677787,-0.3582449822279375,-0.12524481057872444,-0.0236769755643622
-0.0840042007785309,0.06524465140463027,0.46311519261571293,-0.1497720585734973,-0.3500374837639408,-0.1839754519165538,0.08794877017456115,0.3802629474362083,-0.2358482859319735,-0.29042795175095215,0.21744329868418383
0.09929972624576079,-0.2733197381919872,-0.34269558177332243,0.4953955800484783,-0.34535136897524454,-0.007797788010295889,0.13126726021640053,-0.20323406193480983,0.16550441127513657,0.39141331462604834,-0.15344960073582423
-0.1580507933665413,0.45972436188471894,0.0911377185759023,0.06025069344131067,0.242394853476396,0.4765952365821116,0.05152361295249698,-0.5253243322200346,0.052760389965190536,-0.023766772261271236,0.17217368269795086
0.15862279683832312,-0.1801211222976415,-0.30072816641628075,0.01008912622180426,-0.21445200370694859,-0.2155788350375099,0.24200380066113905,0.08161055269470546,-0.08338667847055325,-0.3278328270688609,0.24838546211844933
0.04045892905613601,0.2651117108795581,0.8136174383850301,0.0017735650969760777,0.10584725597261486,-0.1657558463002185,-0.5500479082211185,-0.08639503722337072,0.079450455486498,0.023454023779041933,0.2017787266145828
-0.06905616608695127,-0.1953141641447841,0.06652154600624607,0.638730184187958,0.2871014592930375,-0.4068433121842545,-0.030393088442795133,-0.10418024086056332,-0.06893044134332994,0.1705351517939822,-0.005179702514192336
-0.3884396413137344,-0.44052329979487415,-0.7102126553356681,0.35796052518854254,0.41986563256239695,0.4898040844434371,0.19668346717352236,0.6822831126137266,0.6339424326517501,0.8781432929949243,-0.47989504353537515
-0.3828212012424449,0.05484157438024466,0.20963602021303934,-0.02374915223068655,-0.05361488874316225,-0.4130710222777075,-0.3142253690584958,-0.10305263558018389,-0.395381113444723,-0.4012935001970824,0.16247019902771254
0.3946644758836278,-0.07898700602280735,-0.08769750137762036,-0.024050117839683555,0.4577874167172963,-0.6095360082832921,-0.4569537325242038,0.013278863154029472,-0.2838608236015247,0.1574785437495187,-0.1678725806511559
0.3739130531301233,-0.42802719747540896,0.080592908588835,-0.2909575574812435,-0.5830153459047673,-0.6925164209260137,0.12009885758961594,0.061781849920753654,-0.0529588804108336,-0.03198133100290045,-0.012017489352138679
0.529338243921735,-0.4220878202454087,-0.15940384400269708,-0.4792276855839829,-0.2844595544012749,-0.05225104035662592,-0.046499676674407686,0.3583227159123743,0.36732755902795283,0.08720438878074384,0.06503608029611516
-0.07077602101210875,-0.4315640503927596,-0.8216429855164892,0.32825192814088433,-0.27277707421647,0.03506307823219393,0.7137286191946397,0.2571431785389737,-0.045581370189788674,-0.07136276822100066,0.3840631032887766
-0.655524593233832,0.027634032303951755,0.9008514365819225,0.6370334316818909,0.602368612420187,0.27101730316401573,0.3972468640005795,0.33340476593741775,0.32225793169347833,-0.17050294189307272,0.14261586867700954
0.1262599159651826,0.14107997690958166,-0.21642657101694798,-0.08136142701696476,-0.029281949964368274,0.17326831383839658,0.05737465283549647,-0.030966876825396672,-0.14151898766899076,-0.5571251955875877,0.3751444343577702
-0.34458798658749556,-0.15311870883101902,-0.06354199622479124,0.26591495682716987,0.5791815657364551,-0.37299176660330746,-0.3858802010016966,0.006429313472870908,-0.4985480472117438,-0.5332359453672376,-0.1343122976181436
0.40369429005270935,-0.5148025234486383,-0.0663324014776272,-0.8565129977283805,-0.024773921907549734,-0.9083443303655367,-0.270335394392676,0.19843049543978675,0.5434458232572348,0.5149811798232075,-0.1944673579944198
-0.3879449043370983,0.09445575771998493,0.03676004546434898,0.25009583497500987,0.402009565857006,-0.17322928959201106,-0.8925023038634485,-0.07494412579782403,0.15749006698140214,0.039394952079612855,-0.5883833555277825
-0.07938896971390068,0.21774817436000304,-0.1316695460777719,0.10403360535923613,0.10496021044211645,0.8191417201455411,0.22828961442335755,0.139581350109416,0.5398923899655662,0.4089044422981958,0.06281951278042489
-0.025932765697247,-0.06416921272997096,-0.05258925576033206,0.14936650273314447,-0.10017328403267092,-0.18592821982157193,0.4634129469872569,-0.1739861858888985,-0.15813164321086035,-0.3835835395248325,0.477425787093649
0.1377042603677684,-0.3747551242940466,-0.6153834566747712,-0.03488552204720014,-0.39118901579723975,-0.2924081457433549,-0.18184797695452706,-0.5384458181290489,0.26593406835602285,0.5357629587299353,0.13060163762890822
0.46251297179752493,-0.2430329213460971,-0.2667450244639338,-0.9516996387844805,0.1890629067902006,-0.4647673141599195,-0.13883972980635859,-0.10882940684812523,-0.16200266496322416,-0.690431418385539,0.5193569133584605
0.09547599347850139,0.3796416637107083,0.09199154892364114,-0.3890546491879821,0.05307324841393633,0.22699432129070274,-0.513407181129965,-0.688684452612502,-0.3567373733607493,-0.01702488307018886,-0.23670260966831874
0.04554846913676161,0.32668670560091256,0.37750244647375375,0.23941405392464948,0.16893847631260983,-0.443332100183756,-0.8597265514898246,-0.4785895309141868,0.04849971777001365,-0.40950865944223375,0.07255363897570165
-0.4371504420605428,0.15095590585648305,0.48295217762621384,0.6801609211767965,0.8961530307233521,-0.1274618097946086,-0.4570587770992588,-0.25090075010036794,-0.07131347506123571,0.6964208175849863,-0.030437548805158372
0.14386861520360347,0.14549853455443587,0.00520891068300168,0.1719708143124034,0.38247122799124045,0.24357887797415595,-0.7772228439263691,-0.6553574713029237,-0.22808612124131739,0.04874976815952185,-0.3617196873455049
-0.03081052969050574,-0.21525835222965212,0.16329194836394317,-0.04922667729327345,-0.2084146609469105,-0.09965515461182842,0.40942495375117965,0.7022843211862222,0.0873820880841595,0.26221135257729505,0.1692594384839533
-0.1608437841117254,-0.25959084051238446,-0.3931073372250352,0.3010513149844305,-0.54240231933602,-0.4449827275352646,-0.1562049109793989,0.26653544130218815,-0.10703729312594681,0.0943616388959041,0.3798976083131987
-0.566136512116976,-0.07269002876815152,-0.5176552030993613,0.3086582343196188,0.3536853483299425,-0.0794396920284644,0.022702497647082927,-0.4976757513847868,0.0087042845392978,0.08671068191201953,-0.2360745501036377
-0.3197587471251559,-0.1832061937970654,0.22864121209093616,-0.19637405158858584,-0.17309070244105157,0.02656802536038136,-0.08826616995516937,-0.4588947783060954,-0.3103261373976716,-0.24158817316805153,0.2699684819548504
-0.5233567855485629,0.04656717736154188,0.8619506117787077,0.3220800298139524,0.27512089839364345,0.12024828774188207,-0.13634480270908372,-0.05566280517448677,0.5190614754176004,0.5023497147423908,-0.15167643715745638
0.4117032346483905,-0.28049269717091757,-0.38005458007348036,-0.05828310910975182,-0.42123501750356296,0.1583080337535546,0.9008308168750798,0.7860613843977706,0.0918678210443881,0.3801834116072153,-0.04479751726504457
0.3519454307580055,0.1919301064264959,-0.2245899455783606,-0.24568350324070046,-0.521878224680906,-0.18865136845009903,-0.17604337497699163,-0.1649908127914823,0.012349330867062762,-0.12085278809916469,-0.08624955863453435
0.24808856866779253,0.1965472009677503,0.01865552391682046,-0.6642908803497752,0.18658376084084816,0.5383492825085043,0.046746775026585224,-0.326577175855734,-0.25845625629251623,0.028471215014712253,0.12893316028604696
-0.09819586215301386,0.2369087500853221,0.2708601001333967,0.8323545462110851,0.3804371073683366,0.5070529148498053,0.5515739515603807,-0.2570922702464211,-0.10423768388794191,-0.576501019252865,-0.05626452407833406
-0.2052218064165993,0.08456520261876863,0.1471458289590157,0.017155523131568,-0.14768655399882136,-0.0970013027902547,-0.32090401318597284,0.2955126875358223,0.15662401532059142,0.7399746579118225,-0.10009843947152415
0.3987853968254684,-0.23826949121308644,-0.6989272364008683,-0.03107520383695289,-0.4355024669097543,-0.17076702401982535,0.27121116572819326,-0.02949568709215694,0.2974149792457501,0.07350146902916532,-0.020386888740487316
-0.36207717423219804,0.07491014184854787,0.08465091589911375,-0.4803313138956941,-0.12882436351053497,0.4196922523347961,0.7358790776469588,-0.10558491104033144,0.18370461220190007,0.32642508126355546,0.33401430510418717
-0.046422192989364265,-0.5498784421980041,-0.4322055393831585,0.29919223183732235,-0.11778857349148662,-0.3994303021566313,0.6485346587528793,0.28740974649322804,-0.6644487683234596,-0.20544287208630996,0.23123998213043065
-0.35053084008816865,-0.39597642385289344,0.06374561736998335,-0.36977199162129715,0.16060980558959737,-0.3029204028496916,0.24855516350927961,0.02672608731384407,-0.05323652499214168,0.4048502592395353,-0.012634141339830172
-0.04578109122070509,-0.18146264681566554,0.3338819835803121,-0.24960284388382734,0.06775828183078197,-0.5287832881548983,-0.4786995802493725,0.1491363800419421,0.04058119192874656,0.12572616666341324,0.6487982430207184
0.06414522272511851,-0.24676416530679718,-0.27649154005306625,0.10757416241662009,-0.20269195736654116,0.059083460856737116,0.7671246462537586,1.0052217625518742,-0.5625485068525296,-0.5349462971728819,0.3914347603628812
-0.43423940603704436,0.08554399419555125,0.2038525194372615,0.478167269604322,0.15283440219561917,-0.08966533973371754,0.31400418923286755,-0.24463520029793023,0.6768150217174786,0.5923104984532541,0.01837455909516486
-0.22756831073379385,0.2275688336800845,0.37049933232357735,0.027655345033159945,0.5397757674388916,0.4152930559463681,-0.12752095683429387,-0.5155588587795207,-0.353735664444981,-0.1967173076041265,-0.1274501820639617
0.15002467309462128,0.10463273062813397,-0.2325650402460458,-0.5353846239058128,-0.1891486784549813,0.146074409274934,0.01545622145329354,-0.4393527108186839,0.409677293364568,0.2980421308466613,-0.32835696527050806
0.15130484234200908,0.4449204865630946,0.28485193458361446,-0.2684477658637452,0.11629568734942473,-0.24619908887125125,-0.7878580437404269,-0.5009946949051343,-0.18978688359810456,-0.4321930672821546,-0.04876139293560172
-0.03631178846812557,-0.9947614424605047,-0.9773744538036035,0.12235710637169914,0.018156936913055977,-0.5345090017183768,1.073067278742394,0.369874476620368,0.3942164911877984,-0.3198280691985699,-0.1287262714545092
0.2595349178469329,-0.040018436066121196,0.18673031675604762,0.19196326904591152,0.2624788812813674,0.3050457180157153,0.2531592052395438,0.5421878238536397,0.09879224703949173,0.16043456608153564,-0.2463233133711425
-0.244715244011347,-0.06121769865553166,0.21666606586097012,0.011544658825684173,0.342551927138505,-0.2712098218693264,0.0802933502419044,0.5298190241412641,0.1658615712134418,0.13699251839162885,0.19030788837599147
-0.15109773623092507,0.14776977039504258,-0.006966660309079831,0.24125875816280606,0.5334571834602702,0.11682774262071738,-0.18452537231368016,0.060678052165880944,0.03872683648055219,0.07655385852750823,-0.34421912726888054
-0.10303150559091664,-0.03850314138236395,-0.15586152614034135,-0.02226309077877188,-0.08725548718093404,-0.361110912692313,-0.19319623005600678,-0.20800732440382644,0.0024832323321226793,-0.4254866134720705,0.03347918500485358
