level of education and income in the a neighborhood,supermarket characteristics,weight status and adiposity,purchased food items,household income,level of education,food preferences
-0.18729678817945938,-0.14090828842467162,-0.032403737352498165,0.4904557196418705,-0.4431930701787961,-0.12253521881218328,-0.11817133290010881
-0.6416032550319588,-0.7259712975195107,-0.4440655416025004,-1.1603083701979102,-0.2508984713595639,-0.47946974832129324,-0.5178606059895386
-1.0956961877270175,-0.25568966660674086,-0.9443733850455844,-0.05183395296129252,-0.10929144438886913,-0.41897495194127904,0.012835072006604026
-0.17485171989780104,-0.14930439286640637,0.37035184710893965,-0.7064494226966496,-0.0014634177520546493,-0.22565154014804775,-0.2381303470144962
-0.0006441449685780365,-0.5054095600884526,-0.20290253790778323,-0.2099596746720626,-0.37444566985880273,0.07770785773279869,0.013316493346205792
0.1957690462932547,-0.2823733868333791,0.6461431389608864,0.3548077729045794,-0.059467365736542474,-0.36275304009697734,0.05635871643239887
0.2459947124115441,0.37592011767147737,0.007660006398999053,0.5580759693051699,0.010170057281192205,0.09490496739582845,0.23070947453673346
0.5458107740438315,0.430928948714559,0.7002287772739906,0.7556277012600008,0.32228614645675996,0.1633164896103618,0.061420588152191896
0.4393036039369272,0.20070491141849708,-0.10456723651895533,0.6376258943819054,0.1135874906505132,-0.0031367142932560107,0.5825097699125905
-0.17271176714202943,-0.4048799242302069,-0.29849077575187705,-0.3466821296137088,-0.15381197871555655,-0.12207032395485622,-0.19883770268084733
0.07660317587977189,-0.012203287889052658,0.2804750431989894,0.03138805865769588,0.1585258693937123,0.36505467104732275,0.1422956970443722
1.0201811474912326,0.7000968645229386,0.572346921964302,-0.6493391240228408,0.5074731508381112,0.23710243864389408,-0.03777078555355874
1.4834279567748334,0.9643864489271116,1.0160732506865418,0.6360784817658747,0.6015186219788047,0.6863839114943473,0.5442094928304728
-0.18710422493273177,-0.03871752354875338,-0.16455248269999148,0.1537384346891573,-0.1892453587112091,-0.05381790632278441,-0.029361094966476618
-0.5745687772406485,-0.4744022404414465,-0.6695867935338993,0.6570341170555255,-0.5851422418147301,-0.1352744482671799,0.5965712408229442
0.6564358752661508,1.126077758516879,0.4291969629781319,0.00022290091088023045,0.6432569040368281,0.5270573456856962,-0.10294621505061619
0.07826421009667828,-0.17273342017649726,-0.014042274181859715,0.2944966071104585,0.1433202952429317,0.4329202679476356,0.798192991787593
-0.15690640492656682,-0.33492870509593486,-0.08691383133323864,-1.1737610113607375,-0.010116966067953148,-0.5816260023976372,-0.7017446251798276
0.6295807802014506,0.29397349669851547,0.5259979033158502,0.4507551564655528,0.7974189168707913,0.754826328122392,0.6816283704866666
0.7855858514457283,1.1324550462445535,0.537141297510803,-0.011023791253853665,0.7112308599113635,-0.25571742705448547,0.07390606518064705
0.638610799424187,-0.02571960102378601,0.6177152425343693,-0.25631005750951164,-0.12189147005056718,-0.00010965220254464661,-0.08508159170734152
-0.17625495267341446,0.12737494591207577,0.04353145492653719,1.0204043288769507,-0.4180405274709151,0.24003143004149705,0.42014906979041095
-0.11221349771409507,-0.04326168263379765,-0.2750715330450373,-0.21476629519921064,-0.101907301907254,0.11351730840951889,-0.15152081304428539
0.19155088370246304,-0.04770407685862371,0.28579403068821596,0.03881882531345088,-0.13393510937256958,-0.1463621812477079,-0.23353456315188334
1.191430663081651,1.204403840062957,1.4615613833025174,0.5531315917487082,0.023786729114529268,-0.10369252519547238,-0.183000910285625
0.2798275809435722,0.3145847871106757,0.35177595170324916,-0.47021283792366225,-0.11357775000767364,-0.1508976276611719,-0.4119670783452014
0.3934701287611484,0.33984551686913156,0.17061701260118595,1.1700130394919455,0.12536633558492133,0.5169085366653274,0.7398042012239133
-0.038151973618796145,0.2086623527172798,-0.299168705498452,-0.256120013466243,0.19564768864891952,-0.09402769943717854,0.04827669884946149
-1.0558243472173192,-0.3853036049500438,-0.758562480448393,-0.03855330599677535,-0.36133994076462234,-0.42352862909070893,-0.11944179343008497
-0.007493054274665276,-0.17596989137237248,0.238138464745333,-0.005447160272189305,-0.18290371654203963,0.21242406762651905,0.18582020156973908
0.27988001641992805,0.2561688816779937,-0.20269032598020792,0.6607524397350442,0.32179922345127066,0.04585384057680083,0.3728248003342954
-0.20882647740794802,-0.3775104546433867,-0.007753280416042924,0.1540228188643074,0.3199096795887878,0.319096882990006,0.6858284606409056
1.2784790493772742,1.7018128294981052,1.2629655748092046,0.7800638992005536,0.41546736422063657,0.7198441200923518,0.31443532595076285
-0.49241562756614815,-0.1910864517135679,-0.12635176417446992,-0.5207507007704714,-0.22292197185175258,0.23276733183060475,-0.059853599228694654
0.20593051547624489,-0.09541564375172176,0.1776236731120544,-0.4232540511744843,0.4546390621366463,0.1974594068623792,0.12669794914404636
-0.30807684246684175,0.1879771294893115,0.011785402912934062,0.4247988410803452,-0.2616007896522922,-0.015620409979270642,0.14915554213222937
-0.46834058422334734,-0.543966468275701,-0.17443787473801375,0.05410844352086899,-0.2477039017745194,-0.23219093352963469,0.3410198064554139
-0.4119904930098234,-0.2132377510417548,-0.6352673906152473,0.0597815272534871,-0.22054874273236666,0.1898326319183929,0.033982127076104485
0.7877173868507946,0.9402953656610147,0.23580706522964062,0.49058025535877586,0.6093247188040845,0.3535867654064982,0.4368642838768145
0.3237889313239044,-0.18991031084033647,0.13450890930347914,0.5376532188985884,-0.32642430313816395,0.19604094255501125,-0.05005685840528731
0.6282575921743985,0.3540535630942056,1.1372318141940925,-0.262445605703763,0.6572561382971825,0.21063571844287837,-0.20393920286310882
-0.6464159007271002,-0.8372928019581476,-0.26746307175034084,0.6316708409920995,-0.408886165342136,-0.08390181332178209,0.6795868676552362
-0.215869057675218,-0.17207456646030267,-0.05851839110093982,0.13278710455653503,-0.19132452463817085,-0.18134072943778048,-0.31665137803145443
0.5746862518579622,0.5623913367066458,0.6415207042722662,1.0310012121370542,-0.16057668119403953,0.3037622663729509,0.6695065122460029
0.3049504211570561,-0.22114610336602927,0.21502713568651088,0.27942765437701056,0.017616575675390322,-0.32939234582598786,0.006177550959923478
-0.11203511411139541,0.367283943685919,-0.12768610673762326,-0.13119172759898587,0.17714685392833157,0.08733712301046169,0.006243085729486626
0.13531767692566965,0.003125211513313686,-0.28058729554708195,0.028948673274821632,-0.09025180415352829,0.0568884777282318,0.08907991640297666
-0.42446391234379427,-0.25732719306368473,-0.1702375738167628,-0.39170230118890914,0.14466993344355858,-0.00981576505691576,0.43086790144229953
-0.12363706779446756,-0.5720961834649243,-0.14063223312621909,-0.01681195532536589,-0.15936517528970526,-0.2524555913432051,-0.04407275475931259
-0.5425301758891541,-0.697829487831987,-0.8697935094180046,0.11209310642950215,-0.3987046040492477,-0.4285124005090318,-0.16795232684269437
-0.42092629520744274,-0.06865129169317075,-0.658324528526958,0.20750429085943772,-0.23912738453478563,-0.5050482044073524,-0.2581255220221729
-0.26393215102266754,-0.38397011888395033,0.13387741773456222,-0.18755603284279898,0.08093220665043477,-0.05980964387454204,-0.15064896871963995
-0.3045434319070833,-0.13327879186171565,-0.30340011172628634,-0.444224868692261,-0.18718999882010326,-0.3606123572323015,-0.46738594079866647
0.6251559845962643,0.18396315592349938,0.24112771514419667,0.4453535393722131,0.40794518811058395,0.17716050532092903,0.7670026599148225
0.11439142881905354,-0.13365475461136217,-0.31215091635032816,0.05661319997306674,0.13199949034118674,0.26075217667354317,0.4201522854419671
-0.6214581318247641,-1.0337892640170139,-0.024407471295464167,-0.740026806872327,0.09642973095739085,0.06220545364773457,-0.20550700407865705
-0.049801024929088986,0.5289668737899026,-0.32019165621391543,-0.30378102153079367,-0.0035011758759525002,-0.1482914779763788,-0.5290733067884478
