level of pollution,lung cancer,x-ray,laboured breathing,smoking
-0.18087260178822506,-0.09284534164568535,-205.21963390610367,-0.18380385474327093,-0.25716679173724244
0.05848899825432852,-0.21935442165216504,-204.8373416140327,0.06650354498199866,-0.23200595826557074
0.08643247576063023,-0.010375921279793403,-205.24452533165933,-0.08761752703621896,0.21506587929155924
-0.14946215849793518,0.16827905029757495,-205.02984464628386,-0.02271761868194485,0.25127938652427056
0.007825264863856485,-0.2336813760176135,-205.04548606003195,0.11622239404903051,-0.19317248242083807
-0.12609747097464144,-0.0629210878988329,-205.32864990142184,0.0632973305603555,0.2456230819739496
-0.14825747447139334,0.20141127332714034,-205.3023677278735,-0.12205148732715919,-0.08725580497128463
0.26665506769022534,0.12850830137610456,-205.1448967375402,-0.12565498122641622,-0.18795479303321813
0.17706748364104974,-0.14095839362991164,-205.13090920955378,-0.2821707891067679,0.23572442067865568
-0.1282068340196376,0.21868975596735837,-205.30282718397282,0.08226782617056527,-0.09965941666443814
-0.15972120961920666,-0.23613571242674827,-204.95675169801333,-0.10566775982676635,-0.2774496172180944
-0.20436993381189567,-0.2697142370175134,-205.2065885202147,0.07913971797736122,0.1143101923337817
0.06950285584540439,0.09185787099577843,-205.09030853125628,-0.20081122761095047,-0.23321648083574728
-0.06522422194257735,-0.07035549940882566,-205.3021711677864,0.17228407651143055,0.1135317238835662
0.2733304042002848,0.11689210768391706,-205.03856930687087,-0.16493482964484574,-0.22946686281880735
-0.07305983835752461,-0.3186532127376853,-204.8906721500153,0.3273321045607692,-0.2980884107334068
-0.1366360943797569,-0.06452956208830812,-205.04528500482257,0.08484559864879837,-0.22917868795673443
0.20653168445714237,-0.2779221617623317,-204.87223448136731,0.04493003350389497,0.011001023912826924
-0.2619039293781413,-0.30314217209703004,-204.86368560988205,0.1210054322117907,-0.03717387400334771
0.27768302659362515,0.2037756720869979,-204.93516289679496,0.2731274073240342,0.00043116636664081165
0.2672922520660636,0.2573316853990116,-205.16763572032244,-0.10163743434034371,0.24704487895425148
0.23950938243638148,-0.1438016464648345,-204.79420943371085,0.2365104554713055,0.03880215608035065
0.2772061981531781,0.21381586771015693,-205.10111236453676,0.20890912514625307,0.06053513797758925
0.29560993149561327,0.028953144001998866,-205.19067026875288,0.06930163424663699,-0.20523777487266792
-0.05817554219100138,-0.23571076021178902,-205.09925574005098,-0.16387534834042178,-0.010602877144958167
0.047214138268574124,-0.0037920199072302395,-205.03666399115156,0.13067785473524576,0.19813918792158058
-0.2538194691944934,-0.16843542190421967,-205.19301157912278,0.1445795582328024,-0.28035074920808245
