age bracket of a subject,voluntarily using data collection of epidemiological data via mobile phone apps,higher risk of being infected with covid-19
0.22067632638786022,19703.41638262419,-0.2503997627249819
-0.2983894278178843,19703.461277625505,-0.18560250266887787
0.2130015669737128,19703.259209182645,0.18103002808332902
-0.04459212010963082,19703.41256368862,0.11811213281973193
-0.17547643841651472,19703.300001114058,-0.09663989921489649
-0.29409270328372356,19703.20039757264,-0.19956067408253939
0.0520933775725711,19703.014563965407,0.09131951766234397
0.15414618049445467,19703.30969741104,0.15033183121059462
0.2170114304235266,19703.59179747298,-0.09784435524074611
-0.06173900582678177,19703.238766508028,0.21422040918121726
-0.21626651414683437,19703.259405265228,0.02584298172310262
-0.13596481907359206,19703.209952529036,-0.2828208651832929
0.1994921339000662,19703.5704340162,-0.12375812440641124
0.03198190092303721,19703.16045922591,-0.0874856390784399
-0.14270540909688267,19703.391599083137,-0.030241913320769698
-0.05875988367810209,19703.530488688997,0.27847184361439464
0.09817695030645929,19703.027606178242,-0.05408211815237027
-0.008793544760003491,19703.160962352,0.2688677260058236
-0.2717816031433878,19703.450568042284,0.22906198405139083
0.23664864563946303,19703.52752959244,0.15399347461352397
0.18789884596778245,19703.161232562717,-0.010672982256816066
-0.12836567941227592,19703.27367338181,-0.17896837762757933
0.2817523145717929,19703.592649754173,0.2788575765426257
0.10012777573083398,19703.17557754881,0.021005726470985808
0.19904887664358178,19703.553302531403,-0.03194523018397122
0.2621878182912493,19703.534472394975,0.028029298159429006
-0.017677072998398713,19703.06042732076,0.18508013606216894
0.1440977179461268,19703.090888229228,0.10392693241268569
0.018453364327987443,19703.11405238074,-0.24462283820731778
-0.012577784785139323,19703.572344536984,0.18545117114809279
-0.09251286096589359,19703.361111741993,0.013195954317663017
-0.012726837060758667,19703.246872495285,-0.2273608976738815
-0.11225499762349939,19703.337072179318,-0.21407609154208823
-0.24142831307305923,19703.29728410782,0.15973639442738102
-0.1153519254772761,19703.271640981162,0.19670252451323594
0.2440344136635761,19703.527961830638,-0.2575096651923651
-0.025891293621880085,19703.40997348564,-0.2807758440061174
0.13489930814149742,19703.02119400668,-0.057756964918449005
-0.18681058668959924,19703.17188156737,0.28546216401720753
0.2978804267733118,19703.308240335544,-0.2331886956377907
0.01454650152112924,19703.06999645841,-0.2227648756261232
-0.20969809189425653,19703.20902103985,-0.10115478210424977
0.054869619353780985,19703.244913351267,-0.10918459183123455
0.2411525601630306,19703.4392448825,0.09154990242396288
0.1402549551823552,19703.260002337476,0.23580641602284574
-0.11436635208097859,19703.37823646442,-0.09526289159274853
-0.05817969951399543,19703.541488574305,-0.1175693623791996
-0.2333146783999125,19703.18417248506,-0.1858196423216718
-0.17401919790300932,19703.079077562306,0.10036725186693618
-0.0031826492099018555,19703.31804045059,0.1869929973786258
-0.231290504194461,19703.26869658849,0.27970531456794717
-0.24227523501340578,19703.417053653535,-0.051888856426449026
-0.04557999335780738,19703.56430234512,0.08487184844973994
-0.06089306131294875,19703.453671617684,-0.1551916898263608
0.08700143904210123,19703.545191846377,0.033093907115517796
0.08807100870993179,19703.19399643989,-0.14425559617727887
-0.2066694076027906,19703.237327209456,-0.23547316423638096
-0.18894777749650693,19703.368423845743,0.014037875481357376
-0.22945690276134917,19703.18996328126,-0.24668616819149383
-0.13870117598120993,19703.07954307338,0.28931834012615315
-0.14788400740015376,19703.4206061558,-0.03300124161100798
-0.19225745875238473,19703.16316989921,0.06808311881291534
-0.18221786140119453,19703.22206563887,0.16483909519941292
-0.0005852213350237556,19703.213382517984,-0.2165056787395142
0.28927385809713063,19703.434226612884,-0.1661981144469843
0.18723260539832348,19703.214646784825,-0.2747649777232764
0.10119364022172878,19703.57122194238,0.09416363324854049
0.08850473251948554,19703.566974033325,-0.02630335576123377
0.01569652968184254,19703.285734898447,-0.03823321558584514
0.1972895777118439,19703.248380545498,-0.2996729618040633
0.035000400145399624,19703.328956786263,-0.21437158524982336
-0.263113822305685,19703.391469951857,0.04772533429887377
-0.19032438662114093,19703.315289085018,0.2873957095100739
0.24669474951970355,19703.500883908207,0.2756150298988184
0.2547638931957213,19703.538161715456,0.04258815442060787
-0.008128200618445935,19703.11436546013,0.17528224319999602
-0.12184929407885436,19703.333975416106,0.11590970765227188
-0.1729350420937448,19703.435135603293,-0.27304120838974977
0.19614735795947708,19703.057598633117,0.26139642126177215
-0.20109100547928432,19703.079114843535,0.022559922421508616
0.1601909427776389,19703.164169859883,0.2531639623188641
0.26795395400060046,19703.275871479145,-0.1732071219670798
0.07317425146448087,19703.331737082233,0.18120522227415947
0.2526183629994552,19703.142875010257,-0.20188094883231433
0.21548469359445438,19703.5828012829,-0.06378468882577848
-0.09716340413601243,19703.03494693205,0.06396339826721187
0.2501466351991118,19703.243051917183,0.09677576141131583
0.10495422561771206,19703.536992028738,0.021544389188378976
0.2527817795146698,19703.564993064665,0.2668453542143839
0.1313579747055551,19703.22561772728,0.00014351636530912648
-0.2708547462048127,19703.46188041114,0.07351799079306992
-0.14029150484519093,19703.561725699543,0.24361566341035196
0.2826345340658471,19703.508782260997,-0.07684455442032548
0.20598940486777922,19703.180510856106,0.18893223492967337
0.25605951826464274,19703.280586617017,0.11991006776353258
0.1552324107564383,19703.224413115677,0.04497726763803722
0.05542807498105956,19703.419560130533,0.2696334301104308
-0.23433192232998767,19703.453566558437,-0.2809967576504439
0.11739798044488137,19703.048209849356,0.2774338051595345
0.04121910906740056,19703.146031080058,0.22252553201017317
0.29598428384594183,19703.112725121628,0.176281822216661
0.1461244380870026,19703.297881639224,-0.04786455964986058
-0.17900926303111686,19703.063287122397,-0.0620110487569637
0.2963918017722719,19703.47551861569,-0.2132552303903903
0.1763412015608543,19703.416867846452,0.1510092688813982
-0.1662057613860228,19703.13741522056,0.01249392665240423
0.046214329160237655,19703.435569101006,0.26484658730889826
-0.05104221507780063,19703.038579288685,-0.043518461435284705
-0.08226252130848419,19703.355533871854,-0.13648447308341896
0.15738977686094913,19703.161347832316,-0.156001067227617
-0.028602536454076566,19703.582796565865,0.13860253042755527
-0.29596563139611887,19703.311812376774,0.03236251271663232
0.067960398307785,19703.01817359027,-0.010607522551924764
-0.056946138817774106,19703.281337481407,-0.010107009803211553
-0.03390443828250722,19703.584890745915,0.1103693333967144
0.2171172166821435,19703.01043371882,0.2490432802208929
0.05646947715195538,19703.346222808937,-0.14917124964357717
-0.13076660684893826,19703.27919827931,0.22755942256340284
0.09899304499174733,19703.50199547987,0.2121423428024884
-0.28603872625730137,19703.286561436144,0.28218296168715035
0.020393638133919534,19703.571934078936,0.24374546201230646
-0.2658098306377277,19703.398686635584,-0.04961658673451269
0.20789330796730837,19703.421512246103,-0.15120533927307506
0.17002449691981408,19703.582521875112,0.039963600075076766
-0.29303967382543267,19703.325341216703,0.13227062909419973
-0.05548037965818192,19703.597635192447,-0.039689018892714256
-0.1659632376204389,19703.531686438542,0.1504752162199549
-0.21784083099361837,19703.20952327422,-0.2681350866806157
-0.1421994670860497,19703.525138245306,-0.0817265481178418
-0.2765574596801208,19703.464029892693,-0.0376228413596269
0.16090914857178418,19703.29460563814,0.10374674188393551
-0.1503612316391595,19703.374132275127,0.2991713682586378
-0.01591224077159059,19703.589443594512,-0.058514233095352586
-0.09659985862447659,19703.058069287214,0.06924699151845082
0.13754083518178728,19703.073157760802,-0.09916888619933731
0.14243227315454615,19703.09512710526,0.24724539270206475
-0.23042742486421253,19703.45630750842,0.158820469829406
0.06620680888930097,19703.545769319593,0.23270297691289737
-0.2851894992537825,19703.45390249197,-0.09224654821460451
0.1437939300182245,19703.172813931138,-0.2526784358920732
-0.2666186925673317,19703.582289968672,0.2659555851520116
0.07055251957631942,19703.30013295173,-0.23715791278933435
0.025236058097474312,19703.151538499435,-0.22458373715066082
0.286934102695174,19703.275964849076,0.24827907392522813
0.2383503050147358,19703.10609921318,-0.19710577577405108
-0.15281449474109407,19703.174431677206,0.08116521590114806
0.2627024795143384,19703.067134871188,0.16688559024190958
-0.2414880902500426,19703.2334017852,0.19516479336199893
0.21426244964152114,19703.37109275894,0.25713736677477667
0.005924295186620188,19703.251774224052,-0.009872464226497124
0.03835824546957345,19703.32859038463,-0.2272400849107974
-0.29485017377955175,19703.222733649447,-0.040098334476226793
-0.2767278634784616,19703.376865484523,-0.11184197345959568
0.2689407208145627,19703.496502581296,0.07278843598564194
-0.15417138621240073,19703.569068336023,0.21342565593143076
-0.22099630302547357,19703.45803365484,-0.1994940952410033
-0.19260807806841895,19703.15865327836,-0.22511008559473575
0.1041257768911189,19703.318080773468,0.16333501191068295
0.06575731620540237,19703.26340736501,-0.028820971227280945
0.2709528592967249,19703.13831636849,-0.26952840266250006
-0.08274906694113662,19703.40629994978,0.07715554351240889
0.26069507531048824,19703.324650404178,0.2882443674965239
-0.21507906129653764,19703.079916235245,-0.21996334165052106
-0.033155148932585865,19703.472339302236,-0.15183342419626925
0.2896098256327834,19703.157784765186,0.2543741398383355
0.03357298984321416,19703.515109579595,-0.09718217224537606
-0.19947328809288578,19703.04488140412,0.040304900602803895
0.21537004001807786,19703.137921384932,0.15443590782017252
0.04607258723015695,19703.431999973025,-0.23850364668449234
0.02687268890079547,19703.39054181245,0.17081570119852718
-0.02339438431197355,19703.471289879162,0.21660305802926855
0.11866363172287919,19703.41714428546,0.14837097689579248
-0.29448674903967453,19703.52583772407,0.17574661475626424
-0.13356532328808549,19703.341261798836,-0.25704138618072025
0.05328879753306631,19703.104392484027,0.22225787418251713
-0.1561004250674908,19703.48177952428,0.24598737537203447
-0.027503496074832046,19703.442152796204,-0.12810638355278992
0.16662223385172414,19703.390746998,-0.28861543486643826
-0.22040632845089356,19703.535489679223,0.18519257260973326
-0.0921244604300541,19703.557289433462,0.18342183028496095
-0.16604605884735027,19703.29079243521,0.28110068903826385
-0.11367212690966313,19703.28769889913,0.09653164227299021
0.18587908411803156,19703.27535551783,-0.0587295222566635
0.004604938727690744,19703.227225569965,-0.1405816891379437
0.038989220099419186,19703.52655221386,0.04397586337814119
-0.2281705684615127,19703.372056442367,-0.19396192961602893
-0.08932435834859803,19703.149444785417,0.034194849546245354
0.17862281112992573,19703.182581468267,0.11633713758189468
-0.15889931816229505,19703.00262654314,0.011938141848848671
-0.15474124775655262,19703.474206224662,-0.16114724976222705
-0.214038725004271,19703.39157366409,0.20587634436269947
0.1741112058677936,19703.491525615344,0.1545361604555009
-0.27964642977597376,19703.39140337514,0.18311616471102699
0.07145350732979372,19703.2109828018,0.07763220772518159
0.042775585201445754,19703.371151340194,0.20759936775324678
-0.2307122996658162,19703.060029572454,-0.20710414446072345
-0.2542667454600351,19703.126599141535,-0.06745484156856943
-0.08364063936438981,19703.280875411536,0.2786416016187571
0.01685470826173574,19703.247901394887,-0.21880506301445657
0.12728306534327766,19703.009360315995,-0.10054308302268947
0.15406035283879738,19703.480477186953,0.1746780794477354
-0.09492105186789371,19703.58460294491,-0.09394297697778958
-0.1978522573515033,19703.417225010548,-0.05522858792467039
-0.03829590986495135,19703.053240101533,0.2038771499980096
0.1360540854811415,19703.110595092552,0.24708071357773648
-0.1574259974603873,19703.49526199114,-0.24642705986555413
0.22458498512812036,19703.120947970103,-0.25065188159922475
-0.06414522791616856,19703.432415402505,-0.05097897147960925
0.13777000732034506,19703.19348615613,-0.17101601791357088
0.2269534678168355,19703.02125965662,0.08918644589838082
-0.2818832218984063,19703.479123864985,0.09237986944162291
0.29914928513333566,19703.42367113926,-0.18068650617991439
0.2609379683402973,19703.11920243479,-0.1298429412786396
0.2711245958199044,19703.556752031327,-0.21779596075669688
0.1255049986719684,19703.479385576073,0.29415018038602075
-0.01099416729312036,19703.32419125143,0.09957549804580079
0.14581804326805903,19703.099097045593,0.09000253193779095
0.27257072564143775,19703.328012866088,-0.061034263418396795
-0.0037130345587406133,19703.153724239983,0.14092301404493185
-0.27740752500519533,19703.3452829468,0.22939907282957644
-0.04775190972649923,19703.238880218007,0.11147543773800767
-0.026677181871059052,19703.095816952595,0.2405380193296373
-0.19433293157381948,19703.254806893758,0.0028080897514510816
-0.26281372548114296,19703.03189002533,-0.1901092075312054
-0.2803808434864609,19703.084159675363,-0.25116030045665666
0.11156276700254114,19703.14799904257,0.04010492359118112
0.16211292803106914,19703.598305557265,0.05411177692813596
-0.29036263561470604,19703.279993242668,0.2068709094039481
-0.27650573311305077,19703.271418949284,-0.21218899787397244
-0.057222507893903846,19703.2730049485,-0.1661885964476853
0.13364440842264985,19703.32255102913,0.19554736882891344
0.14508578738689837,19703.222044522627,0.05903063583085738
-0.16669679972087592,19703.38619199008,0.0819414095841221
-0.22532430224049277,19703.559965312863,-0.0643496952581501
0.2500468282384936,19703.264439227685,0.05435132139458487
-0.0835868909166243,19703.57032263667,0.16488262847636276
-0.15184083595353198,19703.522485758698,-0.14557331021403078
0.09962164071529722,19703.523868247874,-0.20723748947237192
0.03876733761830137,19703.01393083706,0.24495753418625815
0.283744317536708,19703.14690847858,-0.07432136829627861
-0.1455176657065175,19703.52880991567,0.2050558653957973
-0.08934011851897877,19703.418398451926,-0.05239736903710507
0.056982155431764714,19703.298986455295,-0.13644173688864572
-0.050880671565009,19703.12376928612,-0.19003381370975045
-0.03141831254638022,19703.41869960273,-0.16510484802428102
0.2506379794518591,19703.178196763412,0.22298692096528933
0.0978922487900371,19703.321555087907,-0.017186743265695026
0.16088695843360795,19703.10010791459,-0.2838161352319178
0.20258736657949933,19703.427664448714,-0.08346089790934094
0.021385981279939903,19703.34170407175,-0.18197083889152638
0.18434746816016867,19703.580028296677,-0.08775690248973225
0.060468715098901726,19703.24814408566,0.18250319599663062
-0.019733274367787212,19703.382399144815,-0.19608227623884206
-0.02908793088970124,19703.32597143019,0.28312667686933196
0.028398659018964933,19703.289750928227,-0.13592171195742303
-0.14125342108665698,19703.371213338607,-0.13990908421357048
0.11490921272321258,19703.55387528912,0.11474623183541643
0.15433687974998317,19703.17511666007,0.09049233059700906
-0.014984390003878856,19703.391695109665,-0.14265828200159286
-0.11337425147300662,19703.088584049772,-0.06475618366068203
0.25022322751376397,19703.130590757544,-0.28196106989334324
0.06623095547161867,19703.329027981817,0.2518715567425101
0.21618410161839535,19703.338697178242,-0.12330022119885423
-0.11191379289858847,19703.38182277485,-0.19274498729513143
-0.05398351301069687,19703.158853602057,0.12287999043822595
0.03437362280901013,19703.49913560893,-0.254551938526386
-0.02254198472969504,19703.2705943319,-0.17955236036604735
0.06453362313780214,19703.461708276664,-0.2473422486150263
-0.007139127773377829,19703.56483646952,0.22873367612131462
-0.038814388996603055,19703.440291630774,-0.12872374892565824
0.07502409107059194,19703.039199274084,-0.12140710131724586
-0.04429902513887901,19703.275758225747,0.09796014782322737
0.19595234682852564,19703.347038723554,0.003181494985318667
0.17565025651614596,19703.135671469376,0.004521890103577897
-0.024676567273914984,19703.224598781915,0.28338628655539394
-0.14824496980708937,19703.021392373405,0.20259070381538152
0.25991467711766253,19703.111106630404,-0.21714448476120668
-0.14639239222448944,19703.525027085376,0.005932281762919489
-0.18440930058793667,19703.242728264137,-0.08061113836660116
0.18001243831786945,19703.297947416144,0.08782316735409817
-0.13251164327998588,19703.195181336538,0.0996919542593217
-0.014427914871133929,19703.206984704433,-0.27527732078250894
-0.018290472988334416,19703.080735267456,0.0647242125054644
0.2579413093174941,19703.000581387576,-0.24449655890337127
-0.018528074299498543,19703.10551662748,-0.2812723104117897
-0.24662197133735597,19703.31032579082,0.1557277104969927
-0.05295901076073212,19703.09369620037,-0.0019683042416721586
-0.29680554706664847,19703.317419305986,-0.2934545404514947
0.26632504196966483,19702.99884491457,0.2013508072280586
0.2223372379876018,19703.021781595384,0.16977183338387358
-0.2838896767344098,19703.00318708269,-0.15820822417867444
-0.1684374100828351,19703.001028439547,0.11131034184821392
-0.29599336230613155,19703.085488609835,0.22111761875801622
-0.014864277112351498,19703.261668082192,0.08653981467374233
0.018512480197524828,19703.440472042854,-0.05350160921792041
0.2142275317789895,19703.411322177726,0.11425074930092138
0.22959528671622004,19703.53820902157,0.031578534453720775
-0.06555062318412841,19703.34785414466,0.168436913173241
-0.1226289345665614,19703.19417735731,0.25327807303928646
-0.10309011513571245,19703.46919479278,0.26242085033241386
0.20448874851469695,19703.34291354563,-0.2594823972865828
-0.23688117654874297,19703.407523917584,-0.04679735880017588
0.02525647462201741,19703.21334884895,-0.29900713235711646
0.2905587024310203,19703.472526792888,-0.2964857951174193
-0.09356096262553917,19703.451460284414,0.140096692091773
0.10315907108743821,19703.039811350765,0.15595252470873583
-0.005819406335948574,19703.228941999125,0.025990212420753833
0.25193602903538487,19703.040887304443,0.11725887429220688
0.08496473577694708,19703.097662110795,0.23737679691797492
0.21659996888033445,19703.255667546815,-0.24718433344869822
0.05294499598226243,19703.146615077952,0.14448253888789298
0.10873437165783906,19703.34821951873,0.28875040372239363
0.060714376240252166,19703.555606295988,-0.1705741269133739
0.1845337122241253,19703.57758977643,-0.25249580664356325
0.2353962253835425,19703.086754238895,-0.2692189248818183
0.21931865467762174,19703.099828389128,0.12906441487704218
-0.09269479526513208,19703.546306141066,0.1797769594113358
0.008242656951710059,19703.512953708836,-0.16127178641043
0.13628729775922543,19703.43463804003,0.21564106031989355
-0.25750187075704073,19703.448464686033,0.07533042011173474
0.10549980633888412,19703.06464159536,-0.01405972669111405
-0.2279976766935505,19703.349925641432,-0.1675340694092279
0.02955900735233019,19703.193997425704,0.12707679681612766
0.2389921460481404,19703.350225731734,-0.1591565607358725
-0.2836094737247055,19703.53901375762,0.11338363595748824
0.07338366717455003,19703.287837892236,0.25561013314335285
0.25437469312106015,19703.101958473086,-0.24429151974957405
-0.005792767317199632,19703.587434338635,-0.17461594307039377
0.19875846820903276,19703.38258561826,0.017984299045680885
-0.29240191499144785,19703.337345505504,0.1819354916020856
-0.013745728311674865,19703.357252947593,0.16978073256946774
-0.2855543528736274,19703.01800183874,0.16377645245032807
-0.0032261037856833874,19703.15819204072,-0.169115373515541
-0.05417366732295961,19703.37848705194,-0.22732906009294168
-0.06653274654697425,19703.23713122299,0.06387683586924287
0.27128886192373,19703.547326818756,-0.06351159752289903
-0.12155050241516441,19703.522172456698,0.17282962955550402
-0.08803248056243268,19703.112769380616,0.2704962982440177
-0.23368322067707187,19703.357787600027,-0.22475576783108783
0.19662957538737652,19703.32337069678,0.006993685081579937
-0.06144624717375985,19703.15922184767,-0.1259696990728144
0.1286853255314293,19703.46204670226,0.050309865350061767
0.048484424503066725,19703.289345267753,-0.00108464981614248
0.11536614207565044,19703.083844956793,0.20405076528434823
-0.2560310617370657,19703.48455569429,0.16745734562088993
0.05416594561095733,19703.185571246748,0.29254895920265095
0.2712432626485521,19703.016588845574,-0.2952693868106779
0.11490294008103685,19703.34556080104,0.17831587520946207
-0.02045874483083049,19703.49450141028,-0.217799092398892
0.023141628603335573,19703.255254392177,0.1863736465255892
-0.16110025804401074,19703.184935581387,0.1060312758663341
-0.19284425649708875,19703.182869008135,0.28003372420079725
0.11003368181786438,19703.408939819885,0.09496874041600734
0.15686695287798474,19703.45391135288,-0.12428456982930713
-0.014235328653476431,19703.434783495577,0.030768327638059034
-0.20639972931946632,19703.553210858514,-0.28132084452116385
0.006354297883296778,19703.34213706279,-0.2371371725889393
-0.2810542523806454,19703.046503081812,-0.2361955136587685
0.09077340484758589,19703.021000582525,-0.22932572261588002
0.06579542304795882,19703.13411906614,-0.08982589489844148
0.07507161291375664,19703.42182036351,0.1703433299225846
0.24710017010987012,19703.393905868637,0.2857921119298074
-0.03418237037307548,19703.23252998152,0.16918556054263933
0.06193743153129927,19703.19899779785,0.05830153927036508
-0.16248338253381459,19703.398794598117,0.16277780921508211
0.12191791336402041,19703.400643072066,-0.06440418893583563
-0.2645972920682853,19703.52850517443,-0.13421872863956266
-0.20060510520731878,19703.378440267028,0.02626364098578965
-0.12385600780347006,19703.23216693079,-0.1621309886109896
-0.11278179068992311,19703.060190150514,0.26190943556171403
-0.09301241659828888,19703.466936876346,0.19927649161808353
-0.13026541871992367,19703.313401227333,-0.2032641349372557
0.2796103822175124,19703.534534752016,0.0012664605158695386
0.09457577718068588,19703.3092253956,-0.008299179434365256
0.1785749307749977,19703.3099089035,0.1358353837526437
