temperature,relative humidity,transmission rate of a disease,rate of incidence of a disease in the population,observed incidence rate in the population,dew point temperature,rate of infection of a disease in the population,size of the susceptible population
0.0813035985427788,-19.92534537141581,-6970.194762816235,-9443.053699811593,9035.19175750633,-0.1516491720710371,-0.1788846716521923,-0.08284621147291196
0.28291371775390023,-19.778946905643515,-6970.011828838714,-9443.28515833506,9035.48152931436,0.11644978053043925,-0.14628746385975358,0.15655489654345495
0.024819814996808742,-19.387795727971337,-6969.991645440964,-9443.336208726323,9035.52736599048,0.16934041001079336,0.0902118768937723,0.1869728201584599
0.0359017791672237,-19.765833176773832,-6970.030342852083,-9443.258130863933,9035.465506524502,0.021759464253066796,0.25240770705513643,0.2656624401963678
0.1701778730104203,-19.651177847521016,-6970.166515784745,-9443.23604703604,9035.640230489173,0.08161323839020945,0.1185363562760599,0.06322904166762211
0.2551836318769745,-19.727514371958236,-6969.901791623517,-9443.205778344427,9035.539057004524,0.1192734414481354,0.09967960762196082,-0.0055220185513442654
-0.28068902895071135,-19.4434981140172,-6969.9726298750675,-9443.060966163062,9035.683859000952,-0.050971792388993686,0.0887772914762392,0.22730667335844207
0.015358227021993964,-19.450303112953033,-6969.847852822003,-9443.3716472055,9035.269731992656,-0.17528877606841006,0.29483237725925576,0.014203280642142158
0.1741611885109175,-19.874401806849825,-6969.797163421829,-9443.481118748427,9035.62630406033,-0.0665439790464416,-0.16930948293890133,-0.2652372306511338
-0.21023750821528153,-19.62182856477706,-6969.902858799591,-9443.164089467859,9035.624526842113,-0.26763941092919535,0.19384531951242306,0.004691854204914414
-0.1255458156311241,-19.87196311801526,-6970.0283810824985,-9443.313318546592,9035.383231465648,-0.19773602378704477,-0.2529177509157759,0.07438082642285476
0.21929315512373532,-19.852889713944784,-6969.965312135933,-9443.142586476852,9035.6942608619,0.15942472670888114,0.2046703845178221,0.11599520561756138
-0.16327022654327514,-19.55534292277957,-6970.074866556195,-9443.487497990369,9035.673807368936,-0.08856000126071856,0.1548755079664304,0.20015572976920942
-0.16949548977355547,-19.712190217086622,-6969.901706467569,-9443.364219155626,9035.41407695458,-0.08834056460316247,-0.11626583195511589,-0.08542997671577063
-0.17396467359338272,-19.480221844143696,-6969.6738675412425,-9443.366063063568,9035.7210747668,-0.2752137330656378,-0.11943309769180258,0.0091743693516958
0.14305708642097736,-19.476546289365423,-6969.725213143887,-9443.366432391213,9035.18618651004,0.05356703874229729,-0.29223595213167514,-0.06791644855452156
0.002334227322728699,-19.851101037624357,-6970.189967827561,-9442.950476659893,9035.59418764647,0.16315972566378978,0.24091089402993876,-0.2759266151563619
-0.20509596418730114,-19.901027813220956,-6969.9457278991395,-9442.977700354731,9035.382476581304,0.08476107014936429,0.2851230788356581,-0.03936498355817031
0.17473577131847717,-19.47019243561971,-6969.951484760994,-9443.489008081066,9035.194336481383,0.15700278528490935,-0.09704056122378016,-0.018035833368601706
0.03832347270168418,-19.86841687070482,-6969.959128661175,-9443.424720768693,9035.493262654989,-0.04974281421225335,-0.15362688667538982,-0.025463502988652964
-0.03610942023068786,-19.774937585898886,-6969.794225876334,-9443.228320001015,9035.448803629313,-0.12014948025499078,0.07790609531822457,0.18057625519197867
0.21194953279917156,-19.403381550737333,-6969.950195960811,-9443.191685120542,9035.383274855232,0.16502808812007164,0.259168132067955,0.07250023104504022
-0.2400005751491174,-19.588656117725495,-6970.162475461312,-9443.292864728182,9035.409466113168,0.2351083704081915,-0.014263822799728654,-0.13088402936978946
-0.14544047425652462,-19.68091006510628,-6970.144414440132,-9443.068984797412,9035.410611806621,-0.1661643803973911,0.008501785858240074,0.17647680772119895
-0.2881596301258926,-19.698866436166625,-6969.903901019956,-9443.153651404595,9035.600685422749,-0.24660212231206957,-0.22926711038767897,-0.20397541876062686
-0.21769508049788266,-19.457028415177685,-6970.0342153003985,-9443.477274201106,9035.673970332444,-0.042027605919735256,-0.24874494864628646,-0.12245848053660052
0.12484039668508068,-19.83524610937256,-6969.680929951217,-9443.112753102132,9035.265896017,-0.2591253362071934,0.17282596872581174,0.08511518866997148
0.2386532164132285,-19.78508996359558,-6969.965662032273,-9443.269704820885,9035.411813600327,-0.1292214249525964,0.25683070950382375,-0.01864821219862839
0.013624079836522807,-19.809545818185697,-6969.66635130448,-9443.249899945078,9035.505820939277,0.19603388635032293,-0.27980347085617635,0.027902595657330942
-0.287053806481961,-19.89146033401696,-6969.938221724484,-9443.35240389006,9035.47241018172,0.00021306417791067123,-0.26750339306293963,-0.1213567368850196
0.020992196676337338,-19.83916761893456,-6970.124054141891,-9443.39313764776,9035.450103950594,0.09093017335309195,0.20780583713954032,-0.1595878320233939
-0.10759979226804842,-19.498747967724952,-6969.6780622316,-9443.325921550362,9035.48339505478,0.22366316595235464,0.22576678504633957,0.17060881417472912
-0.0960667862327145,-19.63000938368413,-6970.188419710365,-9443.313774102404,9035.448335135812,0.26908698329660735,0.2118407310871669,0.008856012653430279
0.1641710263833671,-19.681037473939,-6969.664751700277,-9443.409252930654,9035.297126210726,-0.1817307477784253,0.18007124148622045,-0.009019007339592655
-0.027055929077942242,-19.49892784269567,-6970.183312102462,-9443.248813953767,9035.536326110185,0.14083748576474886,0.11113885882601543,-0.20392483368874445
-0.2970424911575489,-19.559066517709258,-6970.089022491402,-9443.453948990344,9035.186502332586,-0.14134834355493017,0.165825163833215,0.002444798042845364
-0.04900080885731478,-19.612080688358066,-6969.864430683526,-9443.275825555866,9035.256371188741,-0.15352991707261246,-0.04520433515815936,-0.08363683550846249
-0.27069994540622433,-19.600025846916918,-6969.798033620928,-9443.381382919852,9035.315482719077,0.29214156514504513,-0.13637832444588463,-0.014776770784912296
0.287629114190232,-19.43689484659394,-6969.769289495793,-9443.030249861158,9035.529765098849,-0.21643452941098557,-0.06967615054029414,-0.10950678268498446
0.05047394297526886,-19.781219790067894,-6969.879915468535,-9443.507532945256,9035.286985441622,0.045293808702716154,-0.22457005101999514,-0.04542036299358493
-0.2713588374132591,-19.902070576149924,-6969.682680151952,-9443.37387914149,9035.339273337708,0.08162501022496171,0.18152704784934826,-0.254615541145817
-0.17585518232312264,-19.862510268447597,-6969.717879028127,-9442.999753490403,9035.40944877698,-0.11978238234693792,0.0353904767531637,0.06814929204101511
0.10732141885684171,-19.925016551038663,-6970.141061540529,-9443.515719045923,9035.554268430937,-0.04322205667817175,-0.18928124365190657,-0.1808907058220067
-0.08125763233959224,-19.52791696333425,-6970.010788420586,-9443.447039192015,9035.257498168678,-0.10131833595565037,0.22437941557746627,-0.2923244313371832
0.23734781071361316,-19.613581882509077,-6969.9439747978395,-9443.36920196522,9035.187550157527,0.2597991872509085,0.010804334588824627,0.27850796523622506
0.14196823960476918,-19.459068926979693,-6969.831783747628,-9442.950935020363,9035.239867368757,0.07569662839562297,0.1772667161264067,0.2815973031982651
-0.05244380802318255,-19.57876791749372,-6969.686790216172,-9443.108833895565,9035.367106551548,-0.22110142152383028,0.15893075951255498,0.17389917042809405
0.2529552366365368,-19.568765769836773,-6969.817605663554,-9442.984043678975,9035.643803859812,0.09420466919403381,-0.283635614007759,0.08207171232169413
-0.03757717919791659,-19.555703523065276,-6969.868032146662,-9442.974047483694,9035.338006344355,0.0647473972346666,0.10303072799106033,-0.006068384120692438
-0.28764984359969986,-19.79364511590336,-6969.9237456523815,-9443.337389320845,9035.627105880381,0.20091806432925224,-0.015214015291656557,0.007881987893215592
0.05578549602838084,-19.597034082691053,-6969.630681368911,-9442.964682147398,9035.168697538418,0.17748021416887033,-0.14215045785866057,0.041092295410345925
0.17280277485488832,-19.465170180618124,-6969.707109919572,-9443.296910940591,9035.613368273625,0.000983525962543308,-0.27367208819137545,0.0018386544276922656
0.2514647920280804,-19.60894734913524,-6969.834443067385,-9443.251279270946,9035.415094777114,0.24530122669274573,-0.09587537245079647,0.20397709518242862
-0.05002322395556541,-19.480885283163854,-6969.76147921388,-9443.358081855298,9035.701452481111,-0.0007941390308602858,0.16493711144497353,-0.013658119315559714
-0.05712324211735181,-19.80753135928442,-6970.129408453234,-9443.220317718933,9035.565253971661,-0.28179263882311373,-0.23321175332376692,-0.29155459348289436
0.10336493776800526,-19.55772808038523,-6970.19927977588,-9443.419195978326,9035.571118224121,0.12599291008676589,0.13292034516008988,-0.1902657341517458
0.16153926963897075,-19.414343276215096,-6969.6192501552405,-9442.949501403837,9035.20208539811,-0.05153283416272622,-0.17431491394655133,0.14700309688389634
-0.05173744338212935,-19.51961967450085,-6969.6566822112845,-9443.235219061222,9035.442428055478,0.09311184433847469,-0.0021547709907431267,0.06310745777196297
0.020770264602903654,-19.774853788726578,-6969.61881286763,-9443.054851335322,9035.602299522052,-0.01086214741680469,0.12951152054435378,-0.02736086999355447
0.21909463255911216,-19.698992687731558,-6969.941117263216,-9442.951072142087,9035.67712406608,-0.22982236394067562,0.016225500179384678,-0.2968043494927473
0.21650884833370004,-19.697595712265485,-6970.009964344107,-9442.995922641612,9035.320599368853,0.053567870681021534,0.027456127962766808,0.20019793364739252
0.10935520778631991,-19.335581614275792,-6969.986732106776,-9443.313490892464,9035.633326663132,-0.25007809993073005,0.0569750537703651,0.16958450846757678
-0.06354180260365322,-19.832538414128646,-6969.746136134363,-9443.4160331305,9035.330349064116,0.05267443552071838,0.09045123748430334,-0.13072094277643084
-0.21024923565713943,-19.724554211792842,-6969.7270341159865,-9443.495339212728,9035.314779822034,-0.16710465978354352,-0.28197276527025616,-0.12832373361581437
-0.2994518806272499,-19.35602563731316,-6969.6177585934565,-9443.087477677933,9035.297355639414,0.2879131069471856,0.10209770930169237,-0.12555388831718764
0.19816976189861474,-19.844724128471732,-6969.9204088174365,-9443.456400152187,9035.565741585184,0.08108446223257271,-0.12951490654111134,-0.2605101922222068
-0.002350278297466424,-19.725943709177816,-6969.711439695509,-9443.134325344028,9035.714444146295,-0.021901060171755415,0.23057888274922173,0.17745744543451863
0.271184637788961,-19.569772635183703,-6970.149633026135,-9442.98813651811,9035.697512389008,-0.24224199201718882,-0.163606194407452,-0.06242805966064294
-0.06986551843048946,-19.668028001324053,-6969.791001441098,-9443.140851334607,9035.431913098178,-0.09803831085150763,0.29559807011587863,6.250357422055153e-05
0.15296508405018522,-19.649316763723768,-6969.8185420119935,-9442.960966180133,9035.280041597023,0.1891279859212422,-0.07138572778599478,0.06939439337217801
0.13771339504516117,-19.761636375102945,-6970.032776890909,-9442.933458412472,9035.70201669873,-0.1580108337727161,-0.04215709021411074,0.14694480546062316
0.10534542211932563,-19.841318770747836,-6970.202986644286,-9443.152789526579,9035.270230232609,-0.025215736882881645,-0.06410609181040267,0.2866924427581254
-0.08421991606412979,-19.924440349413004,-6969.623791327263,-9443.16982139612,9035.465751311414,-0.10177640754601036,-0.049351596057865044,-0.216095012734919
-0.13747808980461532,-19.48749386206584,-6969.831660205359,-9442.968786707817,9035.201747956842,-0.25563256956262675,0.29409675248569306,0.06757177785314433
-0.09960276456078684,-19.724099365897725,-6969.910865967326,-9443.5119139675,9035.269520663043,0.27912647402045004,-0.03583701294961561,0.2400185914757446
-0.2925314565843068,-19.476561876141734,-6970.07185264945,-9443.38033884742,9035.258393174845,-0.018734572568131158,-0.08731555322088644,-0.02332636458263615
0.10518565866476615,-19.42741242712854,-6970.172299727758,-9443.422155377628,9035.437345564005,0.08247447698586369,-0.05524970299678936,0.030421304303103358
0.08832898005585421,-19.35562358427446,-6969.89236006152,-9443.192552676684,9035.666444304417,0.036694494920271215,0.1786415607716736,-0.24359861430949725
