level of pollution,lung cancer,x-ray,laboured breathing,smoking
0.17565586473984782,0.46477900480130707,0.2571753734075778,0.5879314770585222,-0.6969545362390724
0.28903954468522214,-0.14317134233858336,0.023512639787702714,-0.5949707675859922,0.15815642360384047
-0.10157405656794524,-0.34293368324462276,-0.13885347830993766,0.06166262505722886,0.07271264567555645
-0.48195897500970997,-0.22606050767871644,-0.3981839055931504,-0.24199706972537322,0.5297632827519599
0.08516730885430852,-0.7824636059913109,0.08778586653878023,-0.1425114806297081,0.5185731580127957
-0.15440628126471764,0.25866913090194843,-0.641529956515811,-0.20994388973526787,-0.13812302949924699
0.5497037455787036,0.5353262529245909,0.08263981477007394,0.6344240941359444,-0.03593479505517691
0.14143276064005883,-0.3412450583645085,0.07096462537558562,-0.05658624198643883,0.11311569086680419
0.3704544553317896,0.12010961656538388,-0.11157406448141671,0.6231514392023016,0.0023601717505839295
0.3712616524710689,0.5154381196305778,0.19433932652349034,0.5408796226472292,0.036411094050382446
-0.5007033800576265,-0.3938748988658436,0.4623644578442192,-0.18200423026662793,0.16953271288951188
-0.0200655283995916,-0.13194104599261047,0.25593839964521586,0.2892714664924221,-0.19876428876396504
-0.16130317689599316,-0.5119725943805344,-0.25188628463695223,-0.2058491916758349,0.048241999435203936
-0.5709725014302613,0.44210061328136735,0.07092657249516993,-0.008199317799578443,-0.8905192313982094
-0.21251846235158964,-0.18701644006958895,-0.08821871467018319,-0.7315924856861717,-0.19133016970923028
-0.5562675385212482,-0.017584405795637553,0.37211693288980385,0.24265884279734018,0.19585192869178977
0.6660151450355365,-0.29588686019521604,0.22103074314433996,-0.39426422072122413,-0.38091299720678196
0.10020805966529538,-0.0867078514221932,-0.2734759655848232,-0.017048449606488894,-0.15259580269663764
0.22227729138081267,0.33867704274472904,-0.39899479885663147,0.15538793967493664,0.26488862867302004
-0.11180118138044025,-0.053157143088042785,0.3246079116572481,-0.5738431194493593,0.14738512907677376
0.12930152454557942,-0.18174411749017583,-0.4588718754118911,0.04125383970481637,0.14593949696981917
0.01310180591750061,-0.2620438585970039,0.20390450254144107,-0.549530767095789,0.4962825353503563
-0.06638090146918448,-0.020292431869178104,0.24529449228125874,-0.3274480047023286,-0.17604400498388678
-0.29140748810303224,0.225266058325725,-0.24442796367183123,0.9828832379759684,-0.32554163577367806
-0.20043274218776697,-0.09298517475636245,-0.2692556588445732,0.1271054162108793,-0.3283425372483854
