gene FTO,fat mass,bone mineral density,gene MC4R,gene TMEM18,gene GNPDA2
0.3639894522540636,0.12725199539536408,-0.05987457183489769,0.44091410409723986,0.20828944093749818,-0.18071439718193485
-0.014412142912844933,-0.07422812709480264,0.09944291771183959,0.23359390763231686,0.20011407186151345,0.36667816627812827
0.13979175935842736,0.6911518298791215,0.24980121233903907,-0.10263360329260733,-0.6836611558907982,0.5267027645687927
0.11834740781290119,0.5516293342992066,0.10192819214389981,0.08300902758856787,-0.08294241154604585,0.3860160740687202
-0.094735278440625,-0.27427047832828233,-0.20365788152434047,0.19642351489495397,-0.4142797805370295,0.34050560665332075
-0.06414424077997838,0.10015763213412879,-0.24940773444874073,-0.11923197340515226,0.20549260972651975,0.08878107663323165
-0.14015482608082652,-0.9615761011351652,-0.20435136589091255,-0.42106049744000895,0.04534283636853498,-0.3864308734599313
-0.004211897547830733,-0.6020205941402792,-1.003499830434582,-0.3637958080485086,-0.10428628000266871,-0.34970077471168426
-0.09218571299686633,0.24011276978632431,0.03358395104236581,0.1542892065210094,-0.01786473079589669,0.006539413224170995
-0.07977697741739495,-0.535034498022351,-0.6643341777492312,-0.6273754297113453,-0.4018570031398545,-0.08160099244728353
0.0799962576075306,-0.9155840452536146,-0.5745763603807021,-0.11108521515948107,0.3233356748353979,-0.5573193089773815
-0.15306532752873223,0.3165018067593612,0.41836760218979985,0.0759303311316834,0.12453187995367881,0.4894496466598613
-0.14119560815890056,-0.6473686922805804,-0.6108023392590973,-0.30077386637100695,0.2237234913935495,-0.31981455528959535
0.23113532689763994,0.0191624644892312,0.11528660964844119,0.30256838693609067,0.3547016727247143,0.3194847957353593
0.5813859113741703,-0.3896304727355462,-0.3442744316458399,0.28265664785998945,0.16097994101700464,-0.21892232696782782
0.09290113980287629,0.42690610215479396,-0.19681100954557215,0.16864015479971206,-0.09159606054311988,0.005299094120763851
0.49099500032657795,0.29374588321081363,0.10625982693744906,0.12864271705446165,-0.3762190370736646,0.21008427263189017
0.2559328367436694,0.2663588566865588,-0.36942680499691355,-0.20361649584402786,0.3559654957380298,0.1917002581398194
0.14609586312365966,0.5108468684295823,-0.028944868760171938,0.34140221328975456,0.21951561080692777,-0.17495387480673555
0.41574552135777215,-0.20698229544088517,-0.3204020375841916,-0.1674113067512619,-0.3939700228154436,-0.5400554250436692
-0.04263250642016793,0.6092134210942779,-0.06365442506642591,0.1899730207065456,0.2825373159046505,-0.2383786952830556
-0.242718514317744,-0.5124941627386504,-0.011802749876851149,-0.015216460159798835,0.46835127111855135,-0.029041545104545527
-0.007168630463538547,-0.8579737116210353,0.22146451388001417,-0.4819089399995077,0.259520973843214,-0.4371681709608791
-0.42799116419487565,0.0005247463325535051,-0.6069425846576525,0.027979212660688067,-0.12456233725336598,-0.6209588547676083
0.09843008863313042,-0.3121958430790249,-0.5629642434451473,0.05063898679286728,-0.24382585196661294,-0.40553279688203697
-0.03477260248630949,1.038155650510586,0.4766936982368234,0.2758341172011741,-0.26500005784076675,0.09430481507255621
0.030617373846765304,0.21249894830527913,-0.08595093182393168,0.48391665363916403,0.5647493727575158,0.3483334098345986
0.2472695053875383,-0.4808057791405932,-0.3864698901986423,-0.05423762546602239,0.5317139656724429,0.12477860186860291
0.6583791614474411,0.6406614248784281,0.33330020310475134,-0.0007586065204368941,-0.15649332050614007,0.2534168374642897
0.32990119386916794,0.3183231565059823,-0.42959983312326555,0.014615135492252117,0.01727719730666042,-0.16074461443222088
-0.4211493221822635,0.15466397430077347,-0.010941823034600534,0.5135296033764235,0.029356856904946965,-0.32692188993302995
-0.5681143800875448,0.4320247862011205,0.2646896231365935,0.458864676434508,-0.3404550306444908,0.07736711828228122
-0.18097561366053244,0.35381184075897343,-0.3420526299569895,-0.04738984227516124,0.23750301868083237,0.19715659282395356
-0.35491330374043684,-0.12888705620409463,-0.22108693147704692,-0.34100009094500794,-0.1313053832382157,-0.12281199764686372
0.027083720552403483,-0.04368564185898599,-0.20040259646158504,-0.271748976108375,0.2952992925062926,0.28221037612726324
0.06549560191404993,0.08581796417338844,-0.2509178402214734,0.49227803850136453,0.09636215768751295,0.039264389033545816
0.4567957998935762,-0.7763986096775669,-0.0342245868965263,-0.25841854161278327,-0.04252338106513923,-0.5693485903316349
-0.2127000399134106,0.30874859766864526,0.18564692147808243,0.17932623152174873,-0.12377768097066913,-0.11246589869578823
0.2981713758758883,-0.0351024271663977,0.17010470117342616,0.5062972333817083,0.10791535806053403,-0.6768757704765852
-0.035287997784017186,0.44298088768041394,0.1993289078497188,0.4300570808438486,-0.10272036659171678,-0.02607142453283232
-0.6805238632731031,0.03290222072756019,0.3754394746542678,0.1415711597309227,-0.2373391628365647,-0.24968974943767194
-0.02849496197279134,0.005311527024273052,-0.3898586943059278,0.03719930284782579,0.25183170051685905,0.2732581166392007
0.7162964896796423,0.1816081509700141,0.0755974795237778,0.043125146446461475,-0.11975671894539323,-0.42004189384088686
-0.20911902766194235,0.09663976459798485,-0.22195187508173733,-0.15327961465980894,0.30897582299122645,-0.24470053261229985
0.10859585021016173,-0.23838571011154008,-0.5416875463448062,-0.10956808583755949,0.25641291866948385,0.2501561774298389
0.21775961796266688,-0.16254157442592634,0.30569644931585155,0.0668331657499048,0.5104343947557336,0.5085271027622105
0.132054732303607,0.36123682495129067,0.22638946651929354,-0.06638432388566315,-0.4615161884074968,0.2217245466132148
0.07649579260201483,1.1490263665434663,-0.1423030952353589,0.049754827744608696,-0.08507906063688045,0.5714271790928133
0.12092206106614618,-0.257906282998929,0.32182253976761316,0.0740415486421657,0.4836346250678968,0.4339327025024716
0.1910914398422137,0.2845645434830648,0.11584454206181499,0.5377232023672365,0.012417326628958851,0.2157367691475573
0.182026095123739,-0.7932359560628481,-0.4027986783712778,-0.10802832943583367,-0.3456869926072124,-0.6708075986821113
0.1256634321942752,-0.5184117233577832,-0.35452820715637623,-0.2576784281882191,-0.06671051982944302,0.07911565333832259
-0.09122512317078509,1.449542847030006,0.24422996491920482,0.7224361838577998,0.23733660800144962,-0.02368418644085285
-0.13059380782894467,-0.14054516417262364,-0.20402131949617072,-0.2239073856399992,0.07161384679089325,0.08160903304995895
-0.06349011417329736,0.09943251040968454,-0.3870352119272879,0.08765174318141954,-0.001994152221961364,-0.7915090392034393
-0.05592328434652194,-0.31459436099258364,-0.32352906857837915,-0.29511400349505784,0.07327263800675596,-0.0808317381922785
0.04970354478265219,-1.1907958291017438,-0.7350312274780264,-0.2796200184539975,0.5929325599529324,0.18095126432653205
0.5592380564788739,0.0883367590195562,-0.10313204030993663,-0.37199853116663156,0.0864193104628819,0.24776366600781863
-0.1511722784510885,0.6673809792754073,0.5050141254650194,0.3038978004564595,0.024481151422645408,0.5388876122712125
0.46374838298971705,0.3027762816486438,0.20488648980834567,0.1323193607958691,0.2247090658919347,0.09169971287105336
-0.247116631596671,0.31156617592850977,0.14077953678650995,0.08980751221316706,0.08450841955205983,0.20674677230773433
-0.5580845154444842,-0.8761724089148132,-0.25346780670248126,-0.08529187469323073,0.19322175443109013,-0.3369782160924374
0.01606597537554551,-0.5997765377010886,0.24125728446054348,-0.0668004848121697,-0.07027707897280723,-0.12183579337392014
-0.213937057193379,-0.6963252136828875,-0.6510262302787305,-0.10100657059352397,0.7213303962533009,-0.2797315164944048
0.0107906363301298,-0.38461507661433125,-0.48591133628167604,-0.3847145554896841,0.040114344327799284,-0.10401255131862847
0.12452803647944155,-0.26434742733433825,0.10866987277695235,0.10917034129517474,0.13191646579852206,0.1773358840224563
-0.2050533951076949,0.09072082504524859,-0.1978139227067603,0.18828501654000837,-0.6011208183768408,-0.46154609420504933
0.18781164996952826,-0.5263349559819982,0.163927858230164,-0.06313272491846898,0.29096773943807364,-0.33104945666296826
