low accessibility to green spaces,low socioeconomic position neighborhood,reduced walkability of the neighborhood,exposure to high criminality levels,lack of services,proximity to pollution industry
0.20018571574534047,0.2593613865451695,-0.7639174896238686,0.9062563834700491,0.07162772809879346,0.2501997931516614
0.008582560555756163,-0.09884624800772823,0.12137821740829402,-0.5543286184161031,-0.41497705275526725,0.45066483078832353
0.25210324196007833,0.0987959015988808,0.3850662423093529,-0.08135004445453484,-0.28043823760214054,-0.16852605087680822
-0.6081590242867339,-0.39143967618844633,-1.165554069144005,0.11861804423996658,-0.11619822036207667,-0.11860152818462333
-0.3265077847095848,-0.11070211967583733,0.07863216022032272,0.23978816428950156,0.15153668406058532,0.33417045337204093
-0.43549291294713394,-1.0619025511828617,-1.3451322332192213,-0.8920202987052115,-0.047639012448403406,-0.35521604530602385
0.31406213880016626,0.9728614730841426,0.7457178545502743,1.1650028356973623,0.3828948062405715,0.42408975380602637
0.35035503827466835,0.4302395830410425,0.3339804411582892,-0.1192788243119533,0.23682882502395433,-0.05167314626040884
-0.053774810651794014,-0.27629889653345713,-0.08574533317956018,0.22015633017608524,-0.16056119178687703,0.06803731113663988
-0.5832749637971448,-0.6765038534683232,-0.4004712944195802,-0.3867436777029612,-0.4624396691664596,-0.07884837308726801
0.27577810387243096,-0.4333184160125533,-0.26718295717130913,-0.4454223799184863,0.011908744989699682,-0.19511403485586878
0.01454527994577489,0.5922515586669673,0.41907705817725704,0.549879393070093,0.26388007537919095,0.5383102570124041
0.07279220473730025,0.22699143256108628,0.4203914405548891,0.41066136032305633,0.014730543734952153,0.11378767257330208
-0.5658603161034597,-0.04237334313555953,-0.06589930385388107,0.15476569789107147,-0.12190615997890965,0.443831514640864
-0.5860632002172157,-0.2682887723335433,-0.9487396942410811,0.03174456522839947,-0.41902538525679955,0.050130641176496876
-0.30670649127777927,0.0872123597154763,0.26968687914574385,0.5670292666932896,-0.01752362483056598,0.7101974928357772
-0.16407544276796684,-0.7473466484537014,-1.153501298373305,-0.13902118921580248,-0.5127774846690767,-0.6022916104089937
0.1180988305644467,0.24593641406759528,0.1468369560180131,0.2155860930003934,-0.08576862132994612,-0.11002012744716994
0.3034217511543979,0.33051709414677627,0.5349983248830765,0.2372357598840971,0.17896997710325327,0.10608688237185342
0.15549661132748357,-0.39194857948686457,-0.37272764574088213,-0.04515573885237367,-0.09672350643307218,-0.16222500026786207
-0.09271814342515468,-0.21912522537175796,-0.41479066372047363,0.06956405650512715,0.36563442635253873,-0.19326035759017388
0.06425731558460245,0.1924176711784748,0.5572390670897471,-0.5135639004474025,0.04392339298549447,-0.26636542681527337
0.5500566367977514,0.8576839836399582,0.5055780150816321,0.6911242480807068,0.7333304021648319,0.14542555176439748
-0.2699463698138264,0.16874888249780562,0.5740817388466181,0.22852232699187014,-0.032406163372058275,0.6627469794322766
0.17558276654036623,0.33263601669646936,-0.04519400196720763,0.18953219124466147,0.5696175387913536,-0.10262984783029233
-0.23854685988647883,0.7793411442790327,0.2372216644632406,0.44065238326836886,0.14177890780357483,0.6713015529154804
0.004247518329326926,-0.06919452377902235,0.4137484687605951,-0.1911186721826745,-0.0806715548150402,0.260582740199869
-0.24920228286631144,0.03589794822427217,-0.03153885810250556,0.020250667986720462,0.13643120613409243,0.3378363311060218
0.23741187836822897,-0.08599229366546929,0.103475431872739,-0.09402734396418858,-0.07770788880522654,0.06008592767140516
-0.3468101271022567,0.19191684525205568,0.0030135832821183567,0.28185163352023085,-0.12969950698371813,0.3821345422308866
-0.2964617400881804,-0.4323239191583369,-0.36044570346429283,-0.08275700741382208,-0.25141702693357026,-0.2732153586214382
-0.40901031956647355,-0.9430224910927787,-0.4565391071463922,-0.8862075078481335,-0.4155409476338994,-0.3285743050724412
-0.10474786939908577,-0.5219089781167334,0.2526478555466618,-0.47022235844747357,-0.40657863574360154,0.221949997878177
-0.2368003308949654,-0.687366172646073,-0.1918336139729579,-0.622385395944467,-0.3498949074480544,0.15879437521548298
-0.38394100666463854,-0.5457618504420549,-0.1287170312345238,-0.5900737845915544,-0.3106657438689898,0.40471423493968567
0.30880377322174973,0.22057061887047708,-0.26807046884668645,0.6359997666536948,-0.3500475788515003,0.009536741855805555
0.09497550018031078,0.5817293357348268,0.24017940024118772,0.6865030608683533,0.41010411889121856,0.341191349886024
-0.5100540626956818,-0.7302273957000266,0.33273424938200247,-0.33045172447560917,-0.3318044886910392,0.10097069033350486
-0.160848932124374,-0.150423648409931,0.6553519361453373,-0.4315063209820953,0.10168246759981542,0.22791539739592973
0.1948586277445397,-0.33148951271487975,0.7584437673386843,-0.3467333723264274,-0.10684474199187464,0.18570412793603783
-0.05538322788439962,0.05811044599248273,0.4732872511309684,0.2490648410462874,0.33161888475187895,0.10873254254213723
-0.16466166710821248,-0.04460921553458591,0.11190951658159634,-0.1701304457756524,0.8040582303196967,-0.1128038974117166
0.1292394350429578,0.06461239544486536,0.02592067811810092,-0.04199394261427546,-0.22790721166231045,-0.15437867879234526
-0.28327883217252153,-0.5661765299272177,-0.2236199775996396,-0.5754750965921029,-0.41964900413738254,-0.2942608481950536
-0.0805199127022093,-9.730571419357126e-05,-0.06375149176230521,-0.0009883747244700315,0.27671603075502266,-0.012249659001942685
0.4444934766782031,0.07577956090499603,0.11306642377137616,0.3501029775105125,-0.025548212277370336,-0.20874413527973992
-0.2370678061290357,-0.506354415495643,-0.45405849714953556,-0.23007884255117836,-0.6502534040711214,-0.14204014323656863
-0.11973659127847919,0.08649305490684057,0.3832895928042113,0.0876819534865893,-0.013898584824228517,0.12490118641532133
-0.07008592141540484,-0.44035599455880886,-0.5742271357205976,-0.33914945465341695,-0.3516505197514032,-0.3702392396390896
0.04997395905897969,0.24411100459074714,0.5597351218767396,-0.0048275088861620685,0.7444265767984961,0.11468095632062962
0.14935064480830523,-0.39082641352661346,0.13290805502329983,0.2961477451558173,-0.2777747675960801,-0.04245169528061841
-0.11658736018792999,-0.28220797171424616,-0.2944383929689548,-0.02476852162337273,-0.27051658886980356,-0.15154080342763201
-0.22664147095016002,-0.28727150060494683,-0.1653560525396637,0.01748918629543811,0.13028461428198918,0.02103164178393941
-0.5429654166192087,-1.5882998516838338,-0.8988944787804269,-1.56780630966352,-1.0026788704125278,-0.5984370876159429
-0.17588402863937821,0.00495470420020221,-0.5673975684378374,0.26325888231392763,0.0022786819503759154,0.13616092746009675
