protein kinase C,phosphorylation of protein kinase A,RAF kinase,C-Jun N-terminal kinases (Jnk),p38 mitogen-activated protein kinases,mitogen-activated protein kinase kinase (Mek),extracellular signal-regulated kinases (Erk),protein kinase B (Akt),phospholipase C,phosphatidylinositol 4;5-bisphosphate,phosphatidylinositol 3;4;5-triphosphate
0.18244838498293015,-0.04855935694294097,-252.56118042434892,-252.3239826300913,-252.4347813294499,23402.738442195143,2983.721549555056,-4486840.323005155,0.043141403207558215,104.31458998245544,-0.13962185591137055
0.04460889709409549,-0.21943300032615354,-252.43112267951363,-252.59279608847726,-252.35091532593853,23402.7844357904,2983.8106593640123,-4487107.898395351,0.24080826366897073,104.42144103046066,-0.05740211660561373
0.22189486189361635,0.10225591983747592,-252.38786780687653,-252.784086607967,-252.6080674586906,23402.57946310887,2984.0376255402166,-4487790.635704696,0.2337862423071358,104.51966457693038,0.2626857419446304
0.09203322282651044,0.05326945894708115,-252.22552902046624,-252.3252187766601,-252.50650381754357,23402.235553961287,2984.1274679883277,-4488061.064854207,-0.10586481354149938,104.57855395559098,-0.0031094084805903723
0.27610291042732577,0.1381211341809368,-252.80165851544407,-252.75291822011548,-252.36491262551763,23402.472440030928,2983.7944142267747,-4487059.459736185,-0.05881992220117732,104.56384335388869,-0.06670309046653275
0.11728336675362477,-0.21870310462332374,-252.5176013029849,-252.48172115698162,-252.4857195856942,23402.646013124922,2983.7622871653975,-4486962.741616313,0.24215961102511757,104.63182816405057,-0.05581105099874633
0.0073903847089156205,0.24177972797546576,-252.66551967756322,-252.29633661669837,-252.24655346314225,23402.80747604958,2984.065971589123,-4487875.826700932,-0.0752104459536928,104.67718232599547,0.19016919773950913
-0.12104657026439433,-0.05296424159342659,-252.26316748289767,-252.78130393237913,-252.3101111352444,23402.691640225232,2984.1365204433087,-4488088.420397658,-0.13055132600986585,104.36400837934258,-0.09778746367197538
0.14073171810833196,0.20130128559139351,-252.37424963547218,-252.27273122752626,-252.50884414841798,23402.76046767124,2984.1767127794756,-4488209.378399656,0.21737511688635275,104.68139948623507,0.08077735206801302
-0.22975369918182764,-0.04699313119768687,-252.43067647668505,-252.63008029666778,-252.66150150962798,23402.531271772947,2983.899265764594,-4487374.845455501,-0.02926609319201401,104.2626694243568,-0.15504205172715585
0.041085713596429874,-0.17254092548076438,-252.37214397097256,-252.42210755033733,-252.50980667901283,23402.283103637234,2984.0311174322787,-4487771.251143597,0.1121614304009394,104.62755555381136,0.2838266414357717
