prevalence of diabetes,infection fatality rate or infected hospitalisation rate,proportion of population over 60,covid-19 incidence,number of intensive care beds per inhabitants
5.005597221278496,15833.819606549374,0.014861021502942072,9566.64035807317,0.05321758361176094
5.49511597741443,15833.81294677809,0.4765207908021474,9566.914699316034,-0.6139838847520992
5.559583192025679,15833.026225562728,-0.2961276618874451,9566.749707054674,-0.10791694321935766
5.0899456571168145,15833.821904776585,0.33211740994529293,9566.38426997842,-0.21048975047435892
5.600959908501467,15833.596159052442,0.417355410326604,9566.934476459943,0.1000809804087707
5.25414090229817,15833.639026261606,-0.5357507822855235,9566.641836100223,0.15246062016613243
5.5768143051598225,15834.212537476493,-0.023444714563976354,9566.53170056793,-0.11838485967142551
5.478353589444612,15833.473654864683,0.6833553492566813,9566.901392649725,-0.3030154715196696
4.844431648089795,15833.094952280037,0.09043801205088202,9567.295891850807,-0.09765999184403028
5.617143434995625,15833.517415478816,-0.0064282853601533565,9567.064978624161,0.3576337632022521
5.32734388010791,15833.380818267748,0.2863909454874908,9566.672565611918,0.3359158215182461
5.391710271380377,15833.647179014153,-0.4751427256190984,9567.175147809403,-0.09345686417656959
4.909876485368554,15833.539949053831,-0.26340906697560645,9565.958810554479,0.13709461237591403
5.407636840838144,15833.84246897681,-0.0672228075239223,9566.549124472405,-0.572583151792259
4.73396883710675,15833.351247726987,0.2016806539245217,9566.991515915168,0.2962453390173438
5.1441981932885215,15833.24209498315,0.7778838794452115,9566.258336515475,0.08695622207964211
4.822904887901091,15833.699732868565,0.287372114330877,9566.66266113897,0.4119564303767125
5.045563962839593,15833.670341961788,0.1648864521869201,9566.643867574185,0.2662283550879146
4.4452793715590735,15833.756061843203,0.2933803115046136,9566.511033566974,-0.17615993554258033
5.7907161448511095,15833.770651037406,-0.16704461044981067,9566.624324722698,-0.16086432168635675
4.9416769049907305,15833.17263884267,-0.20330109816736117,9566.583877485478,0.15979900539874745
4.89907478335902,15834.119117309545,-0.4483232918973356,9566.418214348298,-0.08328444247063549
5.150745830750965,15833.431609002591,0.2013099801066255,9566.94479650809,0.1614018810784457
5.239739477246196,15833.830707596284,-0.10274942090485267,9566.539460155145,0.1794977211259453
5.081391897921805,15833.69876704457,-0.00294470710826877,9566.381915301301,0.38267723286197003
5.5875998495174235,15833.97193687426,0.1352757963664585,9566.34788477209,0.5114108273883122
5.5682020169471365,15833.826053051984,-0.17409431904340836,9566.402202889169,-0.2128299400123521
5.753728081269978,15833.23482625794,0.4238016547577354,9566.509840241828,0.15139035518923316
5.270451928869332,15833.505116026405,-0.26381462549625534,9567.165728510261,0.12596710586958634
5.125367840742581,15833.985846851376,0.3013715666537736,9566.936849409065,-0.107169137591255
4.801014770892366,15833.85738086243,0.18331118527937226,9566.763165483473,-0.0724010106277702
5.232317133854063,15833.55321172245,0.27825962497440515,9567.437985348852,0.39549155501181327
4.85804195152811,15833.648207866883,-0.20693969877396692,9567.110661003766,-0.4465257761023657
5.923222132030542,15833.735835868452,0.17874011030198186,9566.772996352842,-0.07843177762362182
5.102791862403669,15834.102425262328,-0.14256980101013772,9566.844272974673,0.8024448570343821
5.468804574152351,15833.366233713217,-0.2860671803295155,9567.240797397872,0.2527501116334796
5.01543121337366,15833.461778066041,0.24736327286881515,9566.652301721775,-0.0032798937999345317
5.510636081934795,15833.568765146245,0.42569850938849096,9566.517029335908,0.07685943068264532
5.47308173989149,15833.86539432634,0.0008287133686060142,9566.825287645312,-0.2895573897805039
4.439844542096327,15834.07733771187,-0.26788889577494196,9566.969527665566,-0.6077841205030989
5.1538383561052985,15833.208290563343,-0.49153563783723975,9566.626564702015,-0.34997398451900824
5.476605034460091,15833.551965387183,0.035460142608984196,9566.881126629447,0.8897342971258341
5.629434807331604,15833.558908872035,0.10380221826521548,9566.867857415622,0.17566801057855388
5.617217873929499,15833.654936929004,-0.2617086920056636,9566.811079700372,-0.31301883647986045
5.559847137664429,15833.882052599085,0.16688445848453687,9566.870997181717,-0.03503265233216178
4.958188036263238,15834.386381029602,0.12492559076463877,9567.064937624951,-0.10997727030618651
5.055588046266694,15833.123911777508,0.3432416869425684,9566.837746514559,-0.5064918277882631
5.475444402147151,15833.791469419399,-0.3181877038827439,9566.724534131681,0.5163964268841212
5.275916821795092,15833.327565779493,0.24043139407330066,9566.775393150816,0.022468322875737426
5.742184404144246,15833.177102252901,0.02124495377145708,9566.931341705558,0.03462053106036403
5.642465185824299,15833.440084726659,-0.050583613207633604,9566.078417555502,0.2921837538084324
5.035173340099184,15833.841751682725,-0.28055451530245246,9567.657950357943,0.4328544687925703
4.635964061645984,15833.170854293232,0.08332852884277119,9566.401548240687,-0.1613943055969331
4.716142005309188,15833.700789659988,0.31119864112148893,9566.661851260764,0.21196705412726802
5.236652056156487,15834.288218514914,-0.1327256675332686,9566.69868755713,0.07785155544680539
5.4495710608780366,15833.350876759594,0.10592586202571357,9567.019671831762,0.28506608300661385
5.039026570362736,15833.650202973076,0.2230189598386677,9566.778716859139,-0.11087011176320322
5.09606804593717,15833.528658845698,-0.2208127869492201,9566.29808758519,-0.12025285421714292
5.259203122055871,15833.206950302256,-0.31775402110528367,9566.99686322353,-0.2867148212807333
5.83102722098643,15834.326936394336,0.025342525163545807,9567.495329775102,0.19512047539390706
4.976397555205202,15833.926572896968,-0.2609779535656827,9566.555748547995,-0.21792968291990442
5.059308067045553,15833.687045351553,-0.38722266561819746,9567.101480362882,0.40377473944496417
4.895033357273975,15833.592959554939,-0.23587901345715487,9566.62244558703,0.4077521717394816
4.9558660320668855,15833.976614226649,0.367603989444879,9567.194941390282,0.6125874697248657
5.211572120118612,15834.119741076023,-0.16979317018232384,9567.25966563178,-0.2177809756382621
4.98876705545377,15833.537025308056,-0.4368308874885643,9566.480277222669,-0.7490745965317464
5.19958179125219,15833.328366193486,-0.14784203167639584,9567.188187683538,0.2309364909587836
5.299447943021713,15833.557362313088,-0.4917296720475282,9566.35052341473,-0.11081763856155626
4.8858170111235255,15833.711101326175,-0.06855267120278662,9566.884252878683,-0.5272176188869228
4.861405910939216,15833.34713214187,-0.484080045019767,9566.422909537738,-0.4187351802253871
5.298179997423458,15833.224198435033,-0.2833199858654021,9566.4267789941,-0.18434367602728569
5.3622664223235,15833.721844976124,0.09775564636283204,9566.741554960383,0.19067315139356342
5.373451099316097,15833.626061143717,-0.47271051969352335,9566.97880145549,-0.14938703532860387
4.943960312659998,15833.20365359351,-0.09763516944335807,9566.567561843493,0.04918125362053951
4.4616178547200755,15833.18710619985,0.08379839542226254,9566.831968005641,-0.16458438611222748
4.892102151351406,15833.621515052746,0.15778293128531065,9566.618154489359,-0.36583562835495265
4.8015656610624164,15833.192909486475,0.028607531479898567,9566.357869195139,-0.11388645355514096
5.619625650130156,15834.092092262332,0.025702059679655546,9566.82636992878,0.10421929762256754
5.708378123021596,15833.03407766001,0.14409462488669383,9566.505993399845,-0.012496505289033942
5.260092097960494,15832.777953461027,-0.23541910560788198,9566.677980748489,-0.32418952777748455
4.7804544801171165,15833.389313294329,0.09602091203388015,9566.419434065574,-0.26895733373396596
5.016801911675011,15833.189953245332,-0.3930742637250516,9566.569871167589,0.05744671766881083
5.094486496455498,15833.482229451538,0.13498396743068333,9567.248348877043,0.875893930617821
5.687842913292435,15833.55033410638,0.4390644890666959,9566.82203391116,0.11572918344408319
5.2237703850036485,15833.814066401937,0.2470327996554143,9566.378578938318,-0.22352895417098392
5.2340137750864795,15833.677641555027,-0.019973672568310123,9566.440184729048,0.5320573333152089
5.445071885907169,15833.413136596062,-0.04574586818877098,9566.592027361263,0.01915134636421126
5.389712794189135,15833.230981306535,0.1942770175939372,9566.721607628226,-0.39461391997399603
5.317113851720449,15833.933896075961,-0.05620500164679084,9567.057474013736,0.2951171275765916
5.100400288428433,15833.282183357589,-0.023368902714807953,9566.037603671071,0.7330744084222395
5.265147312177711,15833.810513283024,-0.05752847849925066,9566.298438654147,0.8234377365772652
4.967948529677597,15832.941807378458,-0.18037039501809282,9566.862636380774,0.2420135531047101
5.358538340053997,15833.476617255059,-0.07152047667590183,9566.691758602696,-0.6356843593979437
4.898980913171235,15833.469127266351,-0.35033757685682887,9567.148599835096,0.10955634944541273
5.404163707694311,15833.528204953494,-0.3626539764696762,9566.671434563115,0.6348940037664604
5.343004654856733,15833.371113714782,-0.39089519887356927,9566.665111329105,-0.23702375396278455
5.36302643146608,15833.623048716383,-0.40044239092929385,9567.402355736675,0.011945925215049051
4.846835466026051,15833.708808965392,-0.00043392030147417995,9566.879182305893,0.0842317435144366
5.146106754599255,15833.550519094943,-0.18606284205050647,9566.595656931977,0.16881291170909218
5.202092624910607,15833.564077692188,0.2438501977214701,9566.388017606452,0.315845879635778
5.189741571836161,15833.357518033054,0.2520317723036414,9566.862686577491,0.38566704575824856
5.7039423871200325,15833.442566276295,-0.0969800052687344,9567.026300270674,-0.12696060295083797
5.265449715616979,15832.977499061933,-0.0712928109667065,9566.426702592806,-0.3967281485458578
4.827273912636174,15833.740404640146,-0.10076579621904862,9567.436475882454,-0.11444170876657585
4.910100147023699,15833.519933177296,0.19515439658415387,9566.692403063642,-0.19534731665723715
4.8417192693274265,15833.389338747871,-0.09894997834623674,9566.673484838331,-0.16067690575202473
4.7090595213131134,15833.857433276244,0.1666624475826258,9566.82800566093,0.3509268602508976
5.62294494772689,15833.71340356276,-0.46880605903854167,9566.786310975709,-0.383760129387221
5.064656336566502,15833.213578159299,-0.15281961649655376,9566.766014336508,0.10644370644103979
5.360815746507831,15833.766929459305,-0.005770945561814565,9566.849562563535,0.276554357286159
5.352867379408606,15834.164246813316,0.1034275856752122,9566.578324857792,-0.3977276160359773
5.2541089226413105,15833.443932482012,-0.2853497109127422,9566.490897898419,0.1781275303824205
5.0663025765009655,15834.223378288481,-0.15960496747768144,9567.027386189822,0.6514363496907506
5.058692064997699,15833.593218553246,0.6325516607636018,9566.512176939515,-0.6443606828786893
4.8645857273838775,15834.315037391714,0.529722209394176,9566.784219913045,-0.1000846497625502
5.703838779605975,15833.400005700845,0.3491498946931966,9566.802524113227,0.1661228841523815
4.644709115539589,15833.914029221562,0.04763564655055868,9567.162432205798,-0.35302005323520314
4.997133122812618,15833.530796478539,-0.39118012101642324,9566.72640315386,-0.05037219059285449
5.000423318251395,15833.343901973223,-0.08652107691806367,9566.73963899845,0.1506444437312325
5.3780212448645734,15833.653125854822,-0.6216247228214954,9566.954678639684,-0.29095972740591086
5.422223923333138,15833.93647000724,0.04093102897063543,9566.655208237758,0.21717421864979472
6.000710568650501,15833.415241169021,-0.2775835023631786,9566.695845769891,0.4131766890268263
4.917861705000698,15834.037137354804,0.37774391167367144,9566.575384566824,0.2928525808535313
5.294420585789964,15833.291617601752,0.34167111156249413,9566.255712882166,0.041623718944272844
5.7360643328973,15833.395183895424,0.3344477409700179,9566.770659769396,0.5157899397528668
5.516961098294822,15833.642515988537,-0.057544847575570095,9567.08191630147,0.08467318122001001
