temperature,relative humidity,transmission rate of a disease,rate of incidence of a disease in the population,observed incidence rate in the population,dew point temperature,rate of infection of a disease in the population,size of the susceptible population
0.19092138911395098,0.11710953242756739,0.4437647739404338,0.5411949360721751,0.20241495802799656,0.04292823989225075,-0.1418795427957396,0.39921539976986326
0.908681983393627,-0.10272931021814215,1.2357564286369298,1.0297877397940072,-0.2541105399412381,-0.4007622173041901,-0.061578337075264306,0.1959949171802631
0.07854992779068394,0.040116752908136044,0.15040385509790719,0.18198560613376297,0.2858071678453518,-0.4839494163941789,0.09959454419349202,0.3234014975985578
0.18760741799079853,0.3995219212880533,0.14823642020825986,-0.32105981745899,-0.18092969432219885,-0.37535347967648386,0.31303599436741525,0.06315451406494328
-0.054685823552442676,0.17936941446431648,-0.1529215785199114,0.22121683972358477,0.37498017271427897,-0.319198743574081,-0.3853598893491866,-0.3922061406431853
0.14829541388010922,-0.12310260474566956,0.011080001156309,-0.7162946944115007,-0.2789399018842995,0.0573314213595799,0.35243373915600396,-0.3235039592882128
0.08053372870421896,-0.283291790459458,0.6665874803150853,0.40894395226564284,0.4448295883922407,-0.34583822693938576,0.2008947112907554,-0.2985955531988502
-0.2965410382404843,0.11313612638370107,-0.8651532306170566,-1.3377314397962012,-1.0651060430759436,-0.4171332541992481,0.1916055040545007,-0.3570501390709552
0.2183619359006548,0.6707048408411571,-0.5424713479401704,-1.4451936444442597,-1.127970726912559,-0.010654642540099159,0.23008594548587488,0.03436411310365395
-0.2052280636613762,0.015030392201226726,-0.49781843977199675,0.07150611888405442,0.21788174290263068,0.049916991801234274,-0.053471415281029465,-0.219722351064084
-0.06301192000109317,-0.23400488655697899,-0.09011789003012173,0.1904395552906015,-0.15600535645801816,-0.3257394529354403,-0.2848913288319608,-0.09376940576213905
-0.0462046498716101,-0.10284351921856982,0.15714023970035212,0.2752270464131766,-0.0711904565265934,0.29915572320475,-0.2833745068321304,-0.1570279342522182
-0.015997674179639064,-0.1784721996867561,-0.08527148681116575,-0.9568773348626042,-0.5559316405889269,-0.5516358864280959,0.637709156850638,0.1082594571279411
0.18146812325939687,0.707021555651251,-0.4588490400520444,-0.056318947170509503,-0.6271607948208906,0.23556759621134432,-0.31832256903874107,-0.33894113519041785
0.1662845429569136,-0.07435925909310324,-0.5926185536635237,-0.43212738640595727,-0.3571440782724429,-0.3002385259714794,-0.02889439171367404,0.10115981501526158
0.3704796489283693,0.25582803111253566,0.28454288309763176,-0.23856280669563099,-0.16143541507286097,-0.3443908267433564,-0.010347136026401306,0.12525487075557917
