low accessibility to green spaces,low socioeconomic position neighborhood,reduced walkability of the neighborhood,exposure to high criminality levels,lack of services,proximity to pollution industry
0.2706153515516641,0.20054212554032838,-42.842631214982745,77.72750336448247,-0.0008699472094945114,0.23714288765692687
0.15682776576628404,-0.06376656516779663,-42.70678907092495,77.72142191421406,-0.2994225531335313,0.14155123551850063
-0.23550707037560775,0.13109792951093308,-42.99553702016977,77.26449147572418,0.21198820955831646,-0.12437328662376695
0.007389584794719295,-0.27164259826446846,-42.78498544081402,77.6498672512886,-0.09018202731794814,0.13187677510704032
-0.12827588621957622,0.2773459956761312,-42.771659757466665,77.24097165590821,0.17973945422501533,-0.25910804491006306
0.0289263528304885,0.2795018630505314,-42.711202415639065,77.40343659095606,0.26025695098043433,0.1973666513693843
0.17898471565994906,-0.13937564240499242,-42.87820790737477,77.2375296678717,-0.11387413230101612,0.005167371376445962
-0.2328307412395863,0.2122203990324514,-42.847629687562716,77.26812457581349,0.05131971984145275,0.019412666527292954
0.24101389626668573,0.25301106523084405,-42.68905921732766,77.27426555277798,0.20772602349213334,0.11932197671465522
0.132632932238882,0.16665619490494432,-42.450047017137436,77.2467201933954,-0.17010546411307317,0.07234558182600409
0.01970093543503254,-0.3004125920664631,-42.63742372179799,77.48229109060902,-0.19270312259107564,0.18362953984479702
0.027055611710851024,-0.07110389582951535,-42.70385423810749,77.65813105040115,0.22200178486426253,0.19756617931498738
-0.008122637399666233,-0.11547983222133001,-42.52560012831186,77.65917673659544,-0.23395488940335513,0.07264687700850525
0.23901899888245998,-0.1887737793709628,-42.57581017978575,77.75701385086211,0.041197563455716235,0.0011949537430508972
-0.14233360383601232,0.26770381753116723,-42.52081253213673,77.41528563914274,-0.13385917090751598,0.18715928650581565
0.0909807501880584,-0.12338834525693775,-42.73453932123211,77.71420349999389,-0.1271839118493013,0.020423278833279213
0.2405245533168064,0.05377663864888449,-42.73578664079872,77.38626359789905,0.2156708049659766,-0.25212678234361424
-0.2743855313886407,-0.17421617559290928,-42.452477400849745,77.69911358829066,-0.19645466781596985,0.04501078669831604
0.020044201410274687,-0.06935044059279064,-42.953438818483995,77.5680445260846,0.19645682742846413,0.1941937452102626
-0.24242727789765614,0.12631810906071053,-42.922557099479334,77.24262360079459,-0.26237476967471457,0.03968422515943859
