severity of covid-19 infection,being tested for covid-19,being a healthcare worker,smoking
0.34935646369075796,-0.14460044323894036,0.10225838731039054,-0.0763684022221448
-0.5016480900239183,-0.3042887727187201,0.31697954057258965,-0.08144113466899852
0.005741506560987769,-0.29905034926478524,-0.5938047173218702,-0.01961757646823762
0.08911955857842388,-0.5509677093466265,0.15810856425053782,-0.7291777340298827
0.5229407984163511,0.43696736362445576,-0.41420136048083134,0.6331844099215778
-0.16490790840711234,0.371306752791735,-0.31257450101318124,0.16420180301811896
0.41068222032644,-0.18826775692940734,0.03218381521538367,0.6734801844991337
-0.27981388129432944,0.04286680053207095,-0.25130397335413385,-0.4155713194385264
-0.013765100277044064,-0.1325777606677606,0.141226577649501,0.054538242616463575
0.26923022986030265,0.34021174185673697,-0.4810517824171983,0.12768828693226394
-0.11787758137870458,-0.24765588231860694,0.38015704559982944,0.19967128549877133
0.25054070737690376,0.2597433969822292,0.033189952956691936,0.6312755774212898
0.325894939026756,0.0008899043968843279,0.2168934365272403,0.47161516656174124
-0.158896745398062,0.6418431411027016,0.12332505640731906,-0.21189609863974146
0.011224707238660363,-0.1831609658817122,-0.03753076198022637,-0.2394747925088304
0.09641848693517935,0.4437312533104207,-0.059814622429093245,0.40001560643357703
-0.28147084471275535,0.16141997280838954,-0.17933040670346498,0.4072713978291522
0.14065084184143853,-0.042467438056679796,-0.2699259958426936,0.06054669394887795
-0.39536910952124277,-0.04535253355093444,0.5335458237131321,-0.2753081417727315
-0.18331815053831188,-0.1071124256867131,0.29565368841246814,0.0053619074329654196
0.18693849430770945,-0.6859360077818111,0.340299251799771,0.1348319103956136
0.19401895202922176,-0.051917083544494876,-0.14670337586809432,-0.03226226957930882
0.1647274713167032,0.16076547858045914,0.3260622592467629,-0.1838879282388872
-0.5237946441052547,0.6567935744758879,-0.264023520339948,-0.1534150777197011
-0.11603938888117468,0.5528325401858305,-0.477244845119476,-0.41521921303648873
0.12796940952884234,-0.11102110010182505,0.11017137723462901,-0.23261445070808606
-0.29551696020022433,0.2951325119315903,-0.19729759089398344,0.24690710061463467
-0.014143655707091526,0.3201876771260419,-0.35564016246962493,-0.3406421428530999
0.19715237331218824,0.42307045568164303,-0.275375161235673,0.17581175815929667
0.4722039880024008,0.21782571369248616,-0.2601843895963799,-0.1400194655132774
0.5709400968201619,-0.09579970479299424,-0.051196362860412396,-0.19723403141932128
0.0124051072615629,-0.13173269477088292,-0.024468532478211975,-0.4654670160585205
-0.15301468248308633,-0.32965690435357003,0.04082909197365565,-0.4077991253449618
0.21606733137975204,0.22852343670217745,0.09216040838228344,-0.11474995055654907
-0.3464071275435213,0.01606250581389515,0.2950100828149144,0.27048503906405946
0.07798076656590751,-0.22233634786598222,0.03550265605985475,0.3869197557945569
0.15307303719573934,-0.07291817506846973,0.14814143239790697,0.21192328088066115
-0.016363159691982633,-0.2673758113120031,0.35050684993574066,-0.2953918958276063
0.26030764781305027,-0.3083301052837642,0.20047267740668082,-0.5059263760496746
-0.09580545388704194,0.30622262363699804,0.126681946454226,0.7713350844418533
-0.13308514817234418,0.5354414698996043,-0.03647925688299524,0.018481419527039248
-0.39495402861710344,0.377385305883442,-0.018534752620159328,-0.0037106063322367732
0.09994179875746274,0.35726072379028956,-0.6042082718936101,0.3286709991142509
0.33576418549496,-0.0048262161544873755,-0.25697353831899794,0.11752314995647357
-0.10484334976398875,0.06670148512454477,0.29111292297791624,-0.5449907628046411
0.5778230792246744,-0.48363433111376747,-0.08047328010311249,0.18101471963886706
-0.23784242345289966,-0.07899919032767647,-0.0025737908741871175,0.2814637988005968
0.7863136943043738,-0.520641675223732,0.046470373194880774,-0.714906599321766
0.002124292874265567,0.303067749621816,-0.24766275396953485,0.01441022613951299
-0.24163838393820752,-0.3543380778905864,0.5438719710344225,-0.09034049776262246
0.11297002721491926,-0.5238437726848896,-0.01681689575883937,-0.17662728881823136
-0.409313111962179,0.457542681198516,-0.32306918032031967,-0.24207805786206754
0.08259143528098785,0.13549692427355386,0.024945676328634998,-0.17463882629470184
0.4846931833869842,-0.651260301193648,0.5576369077097212,-0.3994157281476648
-0.005904503224621885,-0.08515833651994195,-0.007987817848433686,0.0721722842949767
-0.21753313764709956,0.7194128366866457,-0.10789452312897323,-0.44008524666794313
-0.17645241284468627,0.3532340962552447,-0.08920947899403514,-0.09866631457620074
-0.3922190567387414,1.2566513924176923,-0.6147841952219536,-0.14780576268567597
-0.05427043906565858,-0.7071026252077033,0.7585659575370182,0.33496393292326765
-0.09816333912363402,-0.08759591555076676,0.0483907339591176,-0.23875335352382154
-0.2291778939474828,0.06045535773685391,-0.09741336037888952,0.17017354342396254
-0.2099193125476496,0.012679235800822655,-0.08216910506201576,-0.3269028804999353
-0.30900419560743053,0.012074655403081183,-0.050230940537987157,-0.09715823931132052
0.1764758671637537,0.07070646051162313,0.2701160401274635,0.13349245217816175
0.5159173930733427,0.5184566737568057,-0.19278320339164795,0.34529077072858305
-0.4961395093692169,0.4292235647966438,-0.10312573880045368,-0.5629609705743275
-0.11509865843782305,-0.14779781564610567,0.06791404200629461,-0.3239337955049869
-0.2363015433166744,0.5967551320531893,0.12125766492891143,0.4395392481474896
-0.12137158266539522,0.8059178928761197,-0.4807394227911423,-0.5183439421213368
0.11371964054743519,0.016892068044071226,0.001143336614343578,0.48746939309548976
0.37788974425289695,0.43293201234442197,-0.08394891689800976,0.04498041967231013
0.8326231672182003,0.021077882742237652,-0.33922273846052403,-0.3401377040367336
-0.2469101040677295,-0.2608158759677761,0.2251732138231598,0.07217703020604516
-0.77425982183563,0.30652362696492025,-0.039202237941924345,0.21714509899704193
0.4255502406919682,-0.25275729194251,0.13578327603423404,0.2969059284051697
0.13800303480954618,0.0037717345641313516,-0.26091107243280703,-0.2740392797847557
-0.3350751758095874,0.4184786663382853,0.1852248696089368,0.17021621768484738
0.29062051335960737,0.10889268789713481,0.07243990165189454,-0.051067142569386485
0.0777775006045958,-0.059096394908294284,0.008924403495526988,-0.010714332891319395
-0.14905601950825478,0.14712891989057428,0.11058739496561824,-0.054413598909943184
0.2847856466481658,0.31133777051852635,-0.6454019058904735,-0.3137667375833146
0.3934993630291634,-0.3148330147240972,0.314311430050209,-0.09838314422410896
0.21349353286287917,0.06376793738266863,-0.07440969394093609,-0.19835508428304433
-0.14936040955063493,0.8803569906986137,-0.3768512886499402,-0.20933657355534288
-0.2548656591560738,0.16842582421535532,0.07606332162227354,-0.3962173123780043
-0.15858503683531538,-0.21706005425515904,0.14131080014358924,-0.14862470309266634
0.4852245982213952,0.550895806692963,0.15388097801796236,0.011310510256336406
0.6961673602364149,-0.025310737078671985,-0.5237051277928443,0.30560506040739266
-0.3192208384796833,0.3417669152691402,-0.2394271857583297,-0.03142647994084634
-0.007106524229215441,-0.38442463441776714,0.018098672094347623,0.05503706795069793
-0.31542143456128285,-0.10297457960977752,-0.19441638584037793,0.06909598714101804
0.017664011916086894,-0.142702482788904,0.15358459088653037,-0.1662098112171889
0.036519559665397903,0.22808109730993456,-0.5093808136822962,-0.32345087890481156
-0.6485849133622553,0.22810051646265608,0.24568429110576978,-0.30667493727614925
-0.44149852231004433,-0.29231569038716326,0.495072519525081,0.05174656074438771
-0.27951190066230924,0.021066589511134992,0.5683447503506023,-0.27767603619397707
0.0928612959827557,-0.4118113320091893,0.3219126844055005,-0.26350772272049977
0.371528911208454,-0.3765705928026675,0.40964555256125,0.02007470866917458
