level of pollution,lung cancer,x-ray,laboured breathing,smoking
-0.173226212480187,-0.40838539184216793,-0.25111796762763905,-1323.312808611955,-0.1924347591469332
-0.17810215223321937,-0.29587705357150407,-0.06552730995449402,-1322.8821379301123,-0.4011599733250329
0.2032503664116661,0.041653939191562364,-0.14111545410144893,-1323.1349926804353,0.25165574419334313
0.49827752088919297,-0.27090568334848975,0.43104546801435034,-1323.0163135559349,0.3209419819228933
-0.22129975176670988,-0.143583325856839,0.22895108907473602,-1322.4754954960256,0.1558373431793906
-0.20748282909182847,0.1348759456246617,0.3393243273186033,-1323.1448843132644,0.463201961589106
0.012627596055912264,0.08294796385041689,-0.4255726491122216,-1323.7591764689632,-0.35538901015789426
-0.3632449416619831,-0.2298110105141986,0.08301011900107572,-1322.6215431396877,-0.3237881484818163
0.09804931043712575,0.17538896916255936,0.00024236756657962377,-1323.0498185853373,-0.5973868225910359
-0.36890097846504666,-0.3860546510469628,-0.2577230781701055,-1323.2894199318325,0.4359897364119047
-0.31238247472415903,-0.1963216112273355,-0.04333514004820495,-1323.286613090581,-0.2934195292911333
0.061356731408049495,0.1305429428015414,-0.17975354113240838,-1322.908263252529,-0.44776036109997736
0.18656827715508684,-0.40894937954113814,-0.19369950127714416,-1323.0464244933867,0.10582251542178
-0.3634314648266371,0.0375340959508739,-0.2352780244190945,-1323.4331415462946,0.03149828969608443
0.14260138830646482,0.8972004158890833,0.6096201369196279,-1322.8730256047577,0.21535384673534902
-0.5971810988319161,-0.678998172721321,0.4200920673900503,-1322.9337672886547,-0.28878990569768515
-0.012838127400029181,0.4239743130836885,0.24184263028746747,-1323.4450972291163,-0.03084435043680801
0.15929772253268412,-0.7930270664392504,0.6057214142116639,-1323.639856566478,0.9485467634456002
0.23231157839548433,-0.4042994445088339,0.12133816234009409,-1322.9050565671564,0.09331049065679724
0.002872519028425348,-0.5999664627587543,-0.06126307838871739,-1323.2237535403287,0.4737354000746751
0.4133136159243564,-0.6215505842123273,0.2794671220173801,-1323.423641545586,0.6276756158772133
0.05579744271907951,-0.02794796895422865,0.17192868648866663,-1322.800215402433,-0.2880838994017471
0.027142590842379587,-0.2974988028918021,0.5051162841238009,-1322.7856269755994,0.3168661882609645
-0.0176854640250301,0.5846710309156855,0.25683809260261453,-1322.7909120473373,-0.5819498169280991
0.03458820229589948,0.28863407870576113,-0.24738367973406472,-1323.4106693782755,-0.03025935693287132
