lack of oxygen to the blood during the infant's birth,infant methemoglobinemia,presence of an illness,blood flow across the ductus arteriosus,mixing of oxygenated and deoxygenated blood,the state of the blood vessels in the lungs,low blood flow in the lungs,thickening of the left ventricle,age of infant at disease presentation,grunting in infants,low oxygen areas equally distributed around the body,hypoxia when breathing oxygen,level of CO2 in the body,having a chest x-ray,report of having LVH,report of infant grunting,level of oxygen in the lower body,level of oxygen in the right up quadricep muscule,a document reporting high level of CO2 levels in blood,lung excessively filled with blood
-0.11970718128355282,17.618232986208746,4210.786257512316,4210.786786639105,-8906.346297822372,-8906.83907543392,-8906.716792546618,242.70717372020795,-308.2710724911807,-71159261.97224635,19772.657978338284,-19254.86131158669,-9627.8433339515,2077.210625152286,567.5574640848713,2323098124953627.5,275813988.43599427,-259635444.49134168,67829546.50415865,-630625.9874914216
0.1110092151178182,17.491458067208413,4210.67370173162,4211.007964783845,-8906.562230362122,-8906.686381017013,-8906.770258935832,238.9815392865895,-303.36530702079006,-71156679.38452224,19772.43333119723,-19254.639446096287,-9627.796218478057,2077.233733233583,567.119307986241,2322929503310820.0,275807659.0820115,-259629461.1765783,67828882.16597122,-630639.8778943887
-0.16082253894129034,17.672662973016344,4210.998034755604,4210.8895991264335,-8906.729878326423,-8906.830106075719,-8906.574298090967,244.1605757420539,-309.7320750050848,-71159881.26390272,19772.47044511339,-19254.893556399216,-9627.902410010236,2077.384923540762,567.2366775688727,2323138560492338.5,275813055.53917736,-259636313.6637173,67830378.6461916,-630731.9735798789
-0.17390606429834238,17.803495558230388,4210.781249495193,4210.761960639211,-8906.508175403524,-8906.645117854792,-8906.592431256497,248.04603706627938,-314.29761476136866,-71156468.78329614,19772.626603503362,-19254.56819941905,-9627.752252565393,2077.207252995431,567.2569398082626,2322915753060476.0,275807859.5771574,-259627539.75236621,67828263.08418429,-630624.1646520295
0.28953967942083697,17.45034994642938,4211.015880616548,4210.752688874561,-8906.835907430386,-8906.675289593084,-8906.78022953328,237.93978635836672,-302.3425724862268,-71157728.95379055,19772.15195262037,-19254.941070830588,-9628.186760652672,2077.5998104962596,567.1108802065418,2322998030775034.0,275811326.5957978,-259637595.212198,67834385.60307948,-630862.5560967812
-0.18970519644218659,17.986371658154965,4210.988693934767,4211.0419426133185,-8906.858232500861,-8906.8749713749,-8906.725411893653,253.02493972972403,-320.7787248661941,-71160490.38469443,19772.55920945458,-19254.768140794517,-9627.973509984056,2077.281773240059,567.593948867889,2323178332285953.0,275811292.95547235,-259632931.37800813,67831380.6555481,-630669.217055003
-0.022959286026313697,17.83042080058697,4210.896548043502,4211.1280359186585,-8906.400068458843,-8906.453034382499,-8906.914172095805,248.35240253428768,-315.25761567714744,-71154127.66352923,19772.508405756445,-19254.490509000414,-9627.965393770151,2077.2824413621797,567.2649499699751,2322762903021180.0,275805310.4807469,-259625444.23047304,67831266.20082514,-630669.5183075306
0.17034417895363047,17.915856524397807,4210.566564608248,4210.659683785702,-8906.406328026847,-8906.437038577622,-8906.656133086297,251.03298131503405,-318.645847485605,-71152733.35244794,19772.15387825235,-19254.795507760307,-9627.912974220984,2077.2027194084512,567.1705344938881,2322671871834952.5,275808430.21273816,-259633669.53453252,67830527.56187284,-630621.1158297563
0.1379736734972843,17.663193071754794,4210.717155711679,4210.603226213815,-8906.869437417063,-8906.837730067742,-8906.724134946957,243.81034735565464,-309.624988128642,-71158999.01204504,19772.71527483003,-19254.757562567676,-9628.227188053055,2077.5508018579467,567.3023237964759,2323080955545038.0,275812394.412227,-259632646.4424023,67834955.01714109,-630832.4636603117
-0.2549940868936899,17.451354686868008,4210.889264045351,4211.110942345632,-8906.637289002114,-8906.828018627211,-8906.794212358487,238.17017429620617,-302.49203186122475,-71159467.21561517,19772.400940405478,-19254.892936070955,-9627.957264343298,2077.5153396943488,567.2892070284016,2323111525912537.5,275812458.700298,-259636296.83862108,67831151.73244707,-630811.1344761038
