higher susceptibility to develop severe covid-19 infection,hospitalization,death,using ace inhibitors
-0.12127143135998264,19703.60668166391,-3056.038994636873,0.26661764278358063
0.21709485865939587,19703.92422114852,-3055.6055908992985,-0.027539540091268022
-0.018155744614296032,19703.82287840813,-3056.0805181742717,-0.13184459051389594
0.1969449838758357,19703.715826045704,-3055.9390645761455,0.22068845567678547
-0.27486297859511344,19703.689928353942,-3055.7283302364003,0.2905902380042182
-0.2857431045937597,19703.6488877934,-3055.6418889228394,-0.1140533028837829
0.1382719437050044,19703.70156685009,-3056.022393970819,0.2705058230028569
0.15138180672029433,19703.526552389972,-3055.995777478537,-0.13871907484844115
0.1837604204008922,19703.949408890956,-3055.6549953101858,0.24503326321284474
-0.09161971787020184,19703.815190763053,-3055.9412541386164,0.06121328667935777
0.2080324038345141,19703.689381641285,-3055.8728863533793,0.2446518660417784
-0.12375080579565242,19703.803015635738,-3055.9167088464988,0.0524086231922552
-0.18906975321573213,19703.935866394666,-3056.0048328537673,0.18384494454186534
-0.11309172586326502,19703.937922198253,-3056.0631688927238,-0.13396358819379153
0.16111496056792202,19703.708516844887,-3055.928000201958,0.26108104668975735
0.06261567591945788,19703.496381710247,-3055.7972001808216,0.14935298408301795
0.14459284035497078,19704.011470313642,-3055.961596618796,0.24477919357875472
0.2761351643697894,19703.826948590828,-3055.579954884099,-0.2504515571348495
-0.11804708109375686,19703.752925990993,-3055.8467259581503,-0.02186816021269883
-0.23067885480802724,19703.814177841177,-3056.052683526507,0.12311910112143293
0.1784877886351987,19703.587171884377,-3055.8351894657044,-0.20117256332956623
0.20450419456267283,19703.65406361222,-3055.638262893554,-0.03265543122930037
-0.16813176426610354,19703.776175019262,-3056.130191474353,0.20530713269003148
0.03567178577916541,19703.538977821514,-3055.905118506147,-0.20773797412334527
-0.005268793934126714,19703.841797936675,-3055.690185185557,0.017265241064489234
0.04904563407810952,19703.87781941798,-3055.945945738369,0.19377893827849857
0.11189721611627151,19703.613270655576,-3055.656363299827,-0.29100235380398104
-0.009348204817945016,19704.03607872887,-3055.6981468336016,0.01914507349556538
0.02901879163523574,19703.961218271754,-3056.1287314646115,0.28434568397852494
-0.20504017256356077,19703.920073655678,-3055.5925662365407,0.027891430883495216
0.08857434363100997,19703.585520893994,-3055.9582045665634,-0.24259734457349716
0.09635361623269467,19703.448942841525,-3055.755849427512,-0.2214129502034081
0.17014941377123516,19703.980882168238,-3055.984158393399,0.07199754977310902
0.2924073719998815,19703.52463835201,-3055.8632851472125,0.1821126394967007
-0.23326872950224228,19703.51063060734,-3055.771991530052,0.19275401582629464
0.2624819171657287,19703.823619860003,-3056.124231292926,0.1361780336403981
0.01182805913035645,19703.510932877856,-3056.122735310844,0.027640103547917683
-0.08499538108886398,19703.596751069654,-3055.841145654134,0.05888050596036559
-0.18846899681938498,19703.76436340838,-3056.0642168558566,-0.29932494702685175
-0.041859639965800055,19704.040313908514,-3056.0995586747954,0.24028247573413936
0.2808307812132352,19703.601927822696,-3056.1284050249633,0.29778373566689614
0.175749519584467,19703.979837606523,-3055.9315056404193,0.02826347103097493
-1.2480783629642556e-05,19704.03803486509,-3056.1298932142304,-0.012861098296548246
0.07015420356672797,19703.44880076494,-3056.0828241673685,-0.11283313665956998
0.01830716883531569,19703.469980983147,-3056.138245559538,-0.016991221178455862
0.188262038061835,19703.974518838637,-3056.010660194106,-0.08239983303888945
-0.07037101268678614,19703.761228770323,-3055.939878759031,0.11290731893368372
0.20933206589739356,19703.518433150984,-3055.8184386765233,-0.04187454076949121
-0.08430206756024464,19704.00191090556,-3056.073989603473,0.22809060463021041
0.03315233645952659,19703.582042179733,-3055.7828603006988,0.04060753165379255
-0.15489944756067212,19703.85048935834,-3056.0227561738543,0.2235812922435773
0.16649612555201454,19703.807074986828,-3055.842842308729,-0.03679532870456109
-0.033890771629536076,19703.881863197334,-3055.9659046842135,0.04143956918308794
0.250454556984611,19703.94888413292,-3055.765293438882,-0.004738821383435732
0.1334252157275549,19703.957056184176,-3055.5920823621946,0.29822582656325564
-0.25448262549252104,19704.044214498896,-3055.9417033943764,0.20547711273928554
-0.2816893836066154,19703.83073673715,-3055.9440432601373,0.14006829729188913
0.010080109419460859,19703.86446724528,-3055.6179666521853,0.043826166445699366
-0.06648969369107358,19703.557268150438,-3056.137253531581,0.16125856401267902
-0.29271695632850836,19703.481153429904,-3055.604597847727,-0.18423765076026408
-0.1510674734277751,19704.022847529614,-3055.5521776536007,0.14579144596953952
-0.012005641016619828,19703.62105317122,-3055.851594166981,-0.0014571717297094944
0.05173049841455801,19703.4820665904,-3055.7336804645347,0.12000093030718212
0.07545112195921194,19703.970334324033,-3056.0937960033875,0.08915432085092595
0.21231500344337156,19703.549346514937,-3055.711694303129,0.11694583573560074
0.2706148272116356,19703.67567637018,-3056.0610031006436,-0.005538245825899235
-0.03264850679215969,19703.93509473726,-3055.9432733956933,-0.1354198474660855
0.07941737160378876,19703.74911599294,-3055.6389284186157,-0.15904450414038745
0.09119042725149928,19703.81155249893,-3055.5873307366605,-0.2448423310687453
-0.2935723730962195,19703.462325343706,-3055.5833139366596,0.2998372385313686
0.1264361626531022,19704.033852543456,-3055.6053830825676,-0.01435695527716463
0.27719294307458336,19703.567610477232,-3055.590487473711,0.010558791403680767
-0.23628488529315736,19703.793588247514,-3056.0817049052844,0.10451750014737599
0.06711414294609624,19703.646495028483,-3055.8592996963503,0.1394255017000483
0.03809081045567819,19703.92817801773,-3055.9196269857075,-0.19047055384383466
0.24864525556451683,19704.030748027762,-3056.036628759082,0.0022147753360273192
0.14063020015343675,19703.931687906323,-3055.732463870634,-0.01698075964592871
-0.19654137850069547,19703.554413734288,-3056.014161193607,-0.24692349535273023
0.1746797285826331,19703.766736686586,-3055.7612074749277,0.2924598683557588
-0.07978049451982142,19703.779359601198,-3055.5584227128043,-0.12480835153280481
0.09916776190481869,19703.983219906462,-3055.777156324868,0.0563094011050545
-0.2770886151356958,19703.6718873967,-3055.8202305527366,-0.2473901328822799
-0.21099782870677264,19703.72274506533,-3055.701137408549,-0.22053907313241947
-0.06559557396574639,19703.73279991511,-3055.6446521106072,-0.2961937865855329
-0.23282801539828668,19703.820778868452,-3055.9151632748817,-0.1437777547887631
-0.17883045511801543,19704.042640055348,-3055.7791701168267,-0.1798722626579184
-0.03171280334732557,19703.742462346505,-3055.7129040261175,-0.18356581741098488
-0.09333354421902032,19703.517406520146,-3055.875263597405,-0.23337539974033256
0.10049239243837027,19703.522087166784,-3055.9138726675924,-0.07394116780222623
-0.23222263472249405,19703.631713054914,-3056.126881044107,-0.2119791368574891
-0.2622469777407607,19703.937280534585,-3055.786127098518,0.12878602870062883
-0.2684098326753431,19703.49215734255,-3055.813228272478,0.09438237669070348
0.21964493207479913,19704.039158569554,-3055.6264261794886,-0.052656703836019225
0.11300916382834159,19703.50104967088,-3056.088308861595,-0.11853924581965328
-0.047741658262965336,19703.95704104072,-3055.5712147020336,-0.2281256627083983
0.06167840310072148,19703.45006446295,-3055.833547471706,-0.08160343667549286
0.16723298841795087,19703.74256320617,-3055.879602565961,-0.19757251397989214
0.018985607189252296,19703.516102474143,-3055.946089828221,0.11134650920180195
0.039752158210626554,19703.59749348921,-3055.622127401404,0.14191407379244403
-0.29089858070627356,19703.789710989087,-3055.679554666307,0.24710579060572163
0.16157539269838667,19703.704369424417,-3055.863989183006,0.2066103817262565
-0.24327404265596375,19703.588596211823,-3055.686701529173,-0.21704649887505706
0.16796155828029008,19703.691697788327,-3055.9507074713565,-0.19195651612877612
0.1018489163497005,19703.74455596671,-3055.813272310715,0.021903572565389384
-0.10075237305142812,19703.48006560265,-3056.090760186575,0.2391687459457305
0.18292434868808793,19703.565495847,-3055.552711734521,0.09388238386034409
-0.05098836896626191,19703.471106092158,-3056.0674688748604,-0.2832540646062371
0.16460768090868405,19703.833290379775,-3055.85334358043,-0.14472175256578687
0.25700682166470273,19703.65475455891,-3055.8281519330385,0.2531780353645318
0.2833639066075248,19703.954719451664,-3055.7504988056576,0.006314502585795023
0.1076192328484526,19703.816588891463,-3055.6436894566386,-0.1344818634769105
0.093905124027575,19703.805169830044,-3055.946874519657,-0.1041327713050503
0.21286849691879844,19703.866114919827,-3056.069402889651,0.26250282042122847
-0.2534211567620495,19703.48478908882,-3055.9835692870984,0.08671151620312256
0.1679775117597755,19703.951925861194,-3055.6538790324216,-0.045441827093688825
0.03658444222338475,19703.545105265082,-3055.838792014052,-0.1913021714398112
0.12052458496586921,19703.67430317081,-3056.1342219850594,0.052572655652065814
0.17793914927647547,19703.79260919759,-3055.94272833931,0.048615552775392756
0.03739033341745346,19703.80056087124,-3055.6996253180323,0.22538442491472394
-0.2814010906361774,19703.689313365743,-3056.0620424502067,-0.032780436848103056
-0.16712520321827382,19703.987700275695,-3055.9609388783174,0.26281995683308607
-0.03952205715319723,19703.768771270687,-3055.7051780542724,0.0529854218590351
-0.23244019938434612,19703.995407308525,-3055.5543243622,-0.12859030531666177
-0.13908907437984147,19703.652717186997,-3055.880360001849,-0.24244168310223538
0.29276629692992023,19703.876259939898,-3055.8044638442066,-0.16857309131213002
-0.15058357922215698,19703.8118071186,-3055.822722558456,0.10013783152529387
0.2669379586095328,19703.674189431887,-3055.671802892917,-0.17441735369213046
0.1416606263819642,19703.800862873468,-3055.818617002644,-0.012294108201850507
-0.02539227523089438,19703.70457949089,-3055.934970046828,0.1854441855538091
-0.15639592327708604,19703.553871510598,-3056.1159019648776,0.11653237411588463
0.17946508350092955,19703.97823306696,-3055.863976434298,0.26212970450146816
-0.04128507251633917,19703.972882226983,-3055.7480161730386,-0.14281020961597915
-0.27451249014214835,19703.627585830665,-3056.0491344016,0.27745653934582587
-0.2578633148451604,19703.615434842537,-3055.5589106292787,0.29483092101656533
-0.004876488519531708,19703.483619024155,-3055.8584867329196,0.1377474112754744
-0.17325220658220972,19703.804961972586,-3055.863647449921,0.15215855289797542
0.057183419126264956,19704.030360388715,-3055.7447102497017,0.0470875156840278
0.2628497802774407,19703.680507258603,-3056.0249011195137,-0.2849888573133547
0.24669948722357665,19703.8777946727,-3055.937106709368,0.16094744306328868
-0.2812669170893966,19703.950603684556,-3056.0579727164213,0.27750841470725046
-0.2065815383270473,19703.89807530686,-3055.9607652480436,0.1414720665073384
0.12704633855243352,19703.467352325843,-3055.595887092307,-0.2816898864752812
-0.13782134533160573,19704.002658485937,-3055.845283873684,-0.040747187063845836
-0.06722892590386376,19703.863305920346,-3055.66038445785,0.015803926925401834
0.272188944870498,19703.449890506185,-3055.6712380448394,0.12035269350057504
0.22367913251574328,19703.667468889194,-3055.6345342783984,-0.10480016257035016
0.20040497265081453,19703.7287806243,-3055.712528864249,-0.1582292591239808
0.23218340475295912,19703.52053879609,-3056.0782968595695,0.0020278608257426334
-0.18721306669995694,19703.589824656938,-3055.7788593299447,0.2114890446495768
-0.05882693616506535,19703.928897356214,-3055.7360455991816,-0.07570826056316768
0.2982725478632658,19703.875810597936,-3055.5449444997653,-0.22871665283250042
0.14457626605985013,19703.79525687561,-3055.9040847456286,0.003978956596046135
-0.11756558922189414,19704.01543972499,-3055.5755045962574,0.08972352161636304
0.06405286095365464,19703.70185877661,-3055.8346834986123,-0.14275372267604342
0.036405155803694356,19703.61242720791,-3056.047740007477,-0.29738854625966465
-0.20617935903989948,19703.915663863012,-3055.9027080740852,0.2863872342173382
-0.04559990127722874,19703.565565483776,-3055.8063079859103,-0.1693353186123762
0.26102683819148936,19703.630180239634,-3055.772727092547,-0.24983040274788076
0.1448578184540072,19703.931843751707,-3055.7874099368228,-0.07834579269234776
0.19310220560101254,19703.822333826774,-3056.0631234949205,-0.268453049288962
0.2536923660822196,19703.925360265115,-3055.5492270833743,0.2561667521402828
-0.1656299887973626,19703.988787320483,-3055.8410645314552,-0.027170808268152657
-0.16492402573492843,19703.649156105148,-3055.6002815222296,0.14492867646965635
0.14936393716640917,19703.639687795778,-3055.5626861970645,0.25361026840692874
-0.230112126596402,19703.561081433247,-3055.62948520344,-0.24962303935412192
0.11908323420818329,19703.511386082253,-3056.140454432504,-0.04399026524294142
0.08231315864131572,19703.91621549471,-3056.055578756692,0.2590890491367818
0.24780183826728214,19704.017026700447,-3056.0490851965333,0.0002673603834641991
-0.2579325816100188,19703.797714477703,-3055.781573125907,0.24950129809352445
-0.2508419863350787,19704.019119752295,-3055.8160634636365,0.044468145731065556
0.050869220702404405,19703.843125258612,-3056.082877123421,-0.14813669381134828
-0.060011837883651914,19703.89020852868,-3056.0091910631786,-0.23327419743009611
-0.052177294846221606,19703.8540055568,-3055.9068296618466,0.08267968102470657
-0.25600824042932496,19703.52146793409,-3055.725941702651,0.14297679814622138
0.24578472932251422,19703.765175645036,-3055.9792849408436,0.18660197810428608
0.19289251718822237,19703.718998978948,-3055.793842150394,-0.16942914105493545
-0.23292059091862155,19703.521428868396,-3055.8001760623797,0.1887850642225129
0.223888962527591,19703.949985303097,-3056.0006587192815,0.29122125401099924
0.005995385221627514,19704.019912594722,-3056.0421229679373,0.17071887729871155
